RealGM ID,Season,Name,Position 1,Position 2,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,Height,Weight,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement
139787,2021-22,Quentin Millora-Brown,PF,SF,Vanderbilt,SEC,19,17,8.05,3,"Aug 9, 2000",21.89,82,235,,36,30,875,15.9,.613,.649,.000,.772,229,11.8,15.2,13.5,9.6,1.1,5.3,17.9,11.1,1.8,1.4,3.1,.143,1.6,2.7,4.3,1.24,123.7,99.5,0.137,-0.68,3.4,5.2,.649,3.4,5.2,.649,0.0,0.0,,2.0,4.0,.489,9.3,1.9,0.7,1.8,1.6,4.2,8.7,4.9,7.6,4.9,7.6,0.0,0.0,2.9,5.8,13.5,2.8,1.1,2.6,2.3,6.1,12.7,13,75.4,65.1,66.1,24.6,64.3,55.6,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169161,2021-22,Trey Thomas,SG,PG,Vanderbilt,SEC,17,15,8.05,2,,,71,160,,32,0,587,8.9,.511,.485,.788,.147,171,1.0,6.8,3.9,10.2,1.4,0.2,15.4,18.7,0.3,0.6,1.0,.066,0.4,0.6,1.0,0.88,96.9,104.7,0.119,-2.33,4.1,11.6,.353,1.0,2.5,.417,3.1,9.1,.336,1.4,1.7,.840,2.7,2.0,1.0,0.1,2.2,2.2,12.7,5.9,16.8,1.5,3.6,4.4,13.2,2.1,2.5,3.9,2.9,1.4,0.1,3.3,3.3,18.4,0,9.4,62.5,10.0,11.8,25.0,0.0,78.8,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134620,2021-22,Tyrin Lawrence,PG,,Vanderbilt,SEC,18,16,8.05,2,,,76,195,191,34,13,514,9.2,.486,.453,.419,.299,128,2.5,14.7,8.5,9.5,2.3,0.9,19.8,16.5,0.0,0.8,0.8,.063,-2.2,2.6,0.3,0.73,90.0,99.4,0.09,-3.3,3.7,9.1,.410,3.0,5.3,.559,0.8,3.8,.204,1.9,2.7,.686,5.8,1.9,1.6,0.3,2.6,3.0,10.1,5.4,13.2,4.3,7.7,1.1,5.5,2.7,4.0,8.5,2.7,2.3,0.5,3.7,4.4,14.7,4,46.2,61.1,15.2,12.0,35.7,0.0,41.9,80.0,2018-19,Atlanta Celtics,Gold Gauntlet 17U,4,4,20.0,9.50,3.75,7.25,.517,0.50,2.25,.222,1.50,3.00,.500,1.50,4.25,5.75,0.25,0.75,0.00,1.75,1.25,,,,,,,,,,,,,,,,,,,,,
132950,2021-22,Jamaine Mann,SG,,Vanderbilt,SEC,13,14,8.05,2,,,78,230,399,27,1,399,17.4,.520,.488,.174,.837,131,10.6,17.2,13.9,4.2,2.8,3.6,9.8,17.0,0.7,0.8,1.5,.151,1.1,2.9,4.0,0.62,112.8,95.8,0.077,-1.91,4.1,8.6,.477,3.9,7.1,.549,0.2,1.5,.133,4.1,7.2,.569,9.5,0.8,1.9,1.2,1.3,4.6,12.5,6.0,12.5,5.7,10.3,0.3,2.2,6.0,10.5,13.8,1.2,2.8,1.7,1.9,6.7,18.2,7,62.8,61.1,42.4,19.8,35.3,16.7,17.4,100.0,2018-19,Atlanta Xpress,UAA 16U,8,8,27.0,12.88,4.88,8.75,.557,0.25,1.12,.222,2.88,4.38,.657,2.50,3.25,5.75,1.12,1.25,0.75,1.50,2.12,,,,,,,,,,,,,,,,,,,,,
106698,2021-22,Rodney Chatman,SG,,Vanderbilt,SEC,11,5,8.05,4,"Aug 24, 1998",23.85,73,178,,16,15,420,9.5,.524,.500,.648,.267,116,0.3,9.6,4.8,12.1,1.8,0.6,15.7,17.0,0.3,0.5,0.9,.082,-0.7,2.2,1.5,1.14,99.8,102.4,0.166,-1.26,3.8,10.0,.381,1.4,3.5,.405,2.4,6.5,.368,1.8,2.7,.679,3.3,2.4,1.2,0.2,2.1,3.7,11.8,5.5,14.5,2.1,5.1,3.5,9.4,2.6,3.9,4.8,3.5,1.8,0.3,3.0,5.4,17.1,0,25.7,44.4,33.3,9.5,30.0,0.0,64.8,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133540,2021-22,Liam Robbins,C,,Vanderbilt,SEC,7,8,8.05,4,"Jul 12, 1999",22.97,84,250,,15,10,276,17.0,.507,.482,.329,.388,96,5.0,20.5,12.6,8.0,1.3,12.9,15.2,21.9,0.2,0.6,0.8,.115,-0.1,4.6,4.6,0.56,97.0,93.1,0.129,-4.03,5.4,12.3,.435,4.2,8.3,.509,1.2,4.1,.286,2.9,4.8,.606,8.7,1.4,0.9,4.3,2.6,5.1,14.8,7.8,17.9,6.1,12.0,1.7,5.9,4.2,6.9,12.6,2.1,1.3,6.3,3.8,7.4,21.4,5,30.6,61.5,43.8,36.5,41.9,38.5,32.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117522,2021-22,Shane Dezonie,SF,,Vanderbilt,SEC,18,17,8.05,1,"Sep 11, 2001",20.8,77,190,100,35,2,387,7.8,.599,.571,.397,.238,87,3.0,14.0,8.4,11.6,1.8,0.3,32.0,13.6,0.1,0.6,0.6,.064,-2.7,2.1,-0.6,0.7,92.6,100.8,0.063,-4.56,3.0,6.5,.460,1.6,3.9,.395,1.4,2.6,.560,1.2,1.6,.800,5.8,2.4,1.2,0.1,3.4,4.5,8.7,4.3,9.4,2.2,5.7,2.1,3.7,1.8,2.2,8.4,3.4,1.8,0.1,4.9,6.6,12.6,1,41.3,42.3,9.1,19.0,33.3,0.0,39.7,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129712,2021-22,Terren Frank,PF,SF,Vanderbilt,SEC,16,13,8.05,2,"Dec 6, 2000",21.56,80,225,175,29,0,304,5.3,.411,.390,.382,.191,64,6.4,12.4,9.4,3.9,1.3,2.0,19.5,15.5,-0.2,0.4,0.2,.027,-3.9,1.3,-2.5,0.33,80.9,101.6,0.044,-4.57,3.2,8.9,.353,2.5,5.5,.452,0.7,3.4,.192,1.1,1.7,.615,6.4,0.8,0.9,0.7,2.4,4.5,8.0,4.6,13.0,3.6,8.0,1.0,5.0,1.5,2.5,9.4,1.1,1.3,1.0,3.4,6.5,11.6,0,26.5,61.1,27.3,35.3,33.3,25.0,38.2,100.0,2018-19,Nike Phamily,Nike 17U,10,9,14.5,17.00,6.10,15.00,.407,1.00,2.80,.357,3.80,4.90,.776,0.00,6.70,6.70,0.90,1.20,0.20,1.80,3.50,,,,,,,,,,,,,,,,,,,,,
141487,2021-22,Drew Weikert,SG,PG,Vanderbilt,SEC,8,7,8.05,4,"Oct 19, 1999",22.7,72,170,,15,5,135,13.3,.663,.630,.783,.174,30,0.0,7.9,3.9,10.3,3.9,0.0,13.8,10.9,0.2,0.2,0.5,.135,0.6,4.7,5.3,1.75,124.7,98.8,0.048,0.49,3.3,6.8,.478,1.2,1.5,.800,2.1,5.3,.389,1.2,1.2,1.000,2.7,2.1,2.7,0.0,1.2,3.0,9.8,4.7,9.9,1.7,2.1,3.0,7.7,1.7,1.7,3.9,3.0,3.9,0.0,1.7,4.3,14.2,0,0.0,0,0,21.7,80.0,50.0,78.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151338,2021-22,Gabe Dorsey,SG,SF,Vanderbilt,SEC,12,10,8.05,1,,,78,215,229,22,2,141,-5.5,.212,.206,.794,.088,17,1.6,3.3,2.5,5.2,0.0,0.8,16.5,15.4,-0.4,0.1,-0.3,-.090,-8.7,-1.6,-10.4,0.57,47.7,108.7,0.02,-3.14,1.7,9.6,.176,1.1,2.0,.571,0.6,7.7,.074,0.3,0.9,.333,1.7,1.1,0.0,0.3,2.0,3.1,4.3,2.5,14.0,1.6,2.9,0.8,11.1,0.4,1.2,2.5,1.6,0.0,0.4,2.9,4.5,6.2,0,5.9,50.0,100.0,14.7,60.0,33.3,79.4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162046,2021-22,Peyton Daniels,SG,PG,Vanderbilt,SEC,2,1,8.05,RS-Fr.,,,74,185,177,3,0,38,3.0,.323,.308,.615,.154,11,3.0,31.1,16.8,20.8,0.0,0.0,22.3,24.1,-0.1,0.1,0.0,-.037,-5.9,-0.6,-6.5,1.0,68.1,99.0,0.108,-3.44,3.2,13.7,.231,1.1,5.3,.200,2.1,8.4,.250,1.1,2.1,.500,11.6,4.2,0.0,0.0,4.2,1.1,9.5,4.6,19.9,1.5,7.6,3.1,12.2,1.5,3.1,16.8,6.1,0.0,0.0,6.1,1.5,13.7,0,15.4,50.0,100.0,23.1,0.0,0,61.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182986,2021-22,Graham Calton,PF,SF,Vanderbilt,SEC,4,0,8.05,1,,,77,200,,4,0,11,12.1,.500,.500,1.000,.000,2,0.0,10.7,5.3,0.0,5.3,0.0,0.0,13.9,0.0,0.0,0.0,.120,-3.2,6.3,3.2,0,107.1,94.5,0.009,0.0,3.6,10.9,.333,0.0,0.0,,3.6,10.9,.333,0.0,0.0,,3.6,0.0,3.6,0.0,0.0,3.6,10.9,5.3,15.8,0.0,0.0,5.3,15.8,0.0,0.0,5.3,0.0,5.3,0.0,0.0,5.3,15.8,0,0.0,0,0,0.0,0,0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169160,2021-22,Max Adelman,SG,SF,Vanderbilt,SEC,4,0,8.05,2,,,77,210,,4,0,9,2.5,.000,.000,.500,.000,1,0.0,26.2,12.9,38.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,-.018,-6.8,1.5,-5.2,2,58.3,100.9,0.018,14.46,0.0,8.9,.000,0.0,4.4,.000,0.0,4.4,.000,0.0,0.0,,8.9,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,6.4,0.0,6.4,0.0,0.0,12.9,12.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,50.0,0.0,0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107561,2021-22,James Akinjo,PG,SG,Baylor,Big 12,25,7,8.76,4,"Nov 27, 2000",21.59,73,190,90,32,32,1058,17.2,.491,.437,.360,.298,478,1.4,8.7,5.0,31.1,3.6,0.1,17.7,24.9,2.0,2.1,4.1,.155,3.0,3.1,6.1,1.95,105.4,94.9,0.368,2.67,5.6,14.6,.383,4.0,9.3,.433,1.6,5.3,.295,3.6,4.3,.835,3.4,7.0,2.5,0.0,3.6,1.9,16.4,8.2,21.3,5.9,13.6,2.3,7.7,5.3,6.3,5.0,10.2,3.6,0.1,5.2,2.8,23.9,0,24.9,58.3,25.0,39.1,33.8,3.9,36.0,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140202,2021-22,Adam Flagler,SG,,Baylor,Big 12,24,7,8.76,3,"Dec 1, 1999",22.58,75,180,,31,31,952,17.7,.559,.544,.545,.152,398,2.3,6.1,4.1,18.3,2.1,0.5,12.0,22.4,2.5,1.5,4.1,.171,5.9,2.5,8.4,1.81,116.2,99.0,0.286,1.12,6.6,15.0,.438,3.4,6.8,.500,3.2,8.2,.387,1.7,2.3,.741,2.9,3.9,1.4,0.2,2.2,2.0,17.9,9.6,21.8,5.0,9.9,4.6,11.9,2.4,3.3,4.2,5.8,2.1,0.2,3.2,2.9,26.2,0,18.0,56.2,22.2,27.5,45.9,28.9,54.5,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137162,2021-22,Kendall Brown,SF,SG,Baylor,Big 12,27,7,8.76,1,"May 11, 2003",19.14,80,205,14,34,34,918,18.4,.630,.615,.181,.327,321,7.3,13.7,10.5,12.3,2.2,1.5,18.2,17.1,2.2,1.8,4.0,.174,3.7,3.6,7.4,1.09,118.5,95.2,0.203,-1.74,5.8,9.8,.584,5.1,8.1,.638,0.6,1.8,.341,2.2,3.2,.689,7.2,2.7,1.5,0.5,2.5,3.4,14.3,8.4,14.4,7.5,11.8,0.9,2.6,3.2,4.7,10.5,4.0,2.2,0.8,3.7,4.9,20.9,43,56.2,78.0,60.6,25.7,32.8,36.8,18.1,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116242,2021-22,Matthew Mayer,SF,PF,Baylor,Big 12,26,7,8.76,4,"Sep 23, 1999",22.77,81,225,93,33,33,752,19.0,.507,.485,.467,.206,295,5.8,19.9,12.7,8.3,3.2,3.9,9.1,22.9,1.5,1.9,3.4,.183,3.7,4.6,8.3,1.06,110.0,89.1,0.166,-1.25,6.3,15.5,.409,4.0,8.2,.484,2.3,7.2,.324,2.2,3.2,.700,8.8,1.8,2.2,1.4,1.7,4.3,17.2,9.2,22.6,5.8,12.0,3.4,10.5,3.3,4.7,12.8,2.6,3.2,2.0,2.5,6.3,25.1,12,23.0,65.7,52.3,30.2,35.2,22.6,46.7,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139379,2021-22,Jeremy Sochan,SF,PF,Baylor,Big 12,25,5,8.76,1,"May 20, 2003",19.11,80,225,114,30,1,754,19.6,.546,.531,.384,.427,282,8.9,20.6,14.7,12.3,2.9,3.2,15.6,19.6,1.6,1.9,3.4,.182,3.6,4.4,8.0,1.13,111.7,89.8,0.176,-1.54,5.3,11.2,.474,4.0,6.9,.585,1.3,4.3,.296,2.8,4.8,.589,10.1,2.8,2.0,1.1,2.5,3.7,14.7,7.7,16.3,5.9,10.1,1.9,6.3,4.1,7.0,14.8,4.1,2.9,1.6,3.6,5.3,21.4,15,30.3,75.0,64.6,31.3,42.4,32.1,38.4,87.5,,,,,,,,,,,,,,,,,,,,,,,,,2019,U16 Euro Championship B,16,20:09,10.1,4.0,8.2,.485,0.4,1.8,.250,1.6,2.8,.578,6.4,1.9,1.9,1.0,1.2,1.4,Gold
132640,2021-22,LJ Cryer,PG,SG,Baylor,Big 12,16,3,8.76,2,,,73,185,100,19,3,492,19.0,.633,.616,.600,.195,211,0.5,6.5,3.4,12.4,1.8,0.2,14.0,23.5,1.4,0.8,2.2,.179,6.2,2.1,8.3,0.97,118.5,99.7,0.219,-2.38,7.2,15.0,.476,2.9,6.0,.486,4.2,9.0,.468,2.3,2.9,.778,2.4,2.6,1.2,0.1,2.7,2.0,20.8,10.4,21.9,4.3,8.8,6.2,13.2,3.3,4.3,3.4,3.8,1.8,0.1,3.9,3.0,30.3,0,14.6,70.4,31.6,25.4,36.2,29.4,60.0,80.8,2018-19,Basketball University,Gold Gauntlet 17U,4,3,24.0,16.00,5.75,10.00,.575,2.25,5.00,.450,2.25,3.00,.750,1.00,1.25,2.25,0.75,0.50,0.00,1.00,1.75,,,,,,,,,,,,,,,,,,,,,
105837,2021-22,Flo Thamba,C,,Baylor,Big 12,27,7,8.76,4,"Feb 25, 1999",23.35,82,245,243,34,34,698,18.8,.563,.545,.000,.664,226,15.8,15.5,15.7,2.4,1.8,5.7,12.6,15.1,1.7,1.5,3.2,.183,2.1,2.8,4.9,0.37,121.3,92.8,0.091,-2.92,4.5,8.2,.545,4.5,8.2,.545,0.0,0.0,,3.2,5.4,.589,10.8,0.6,1.3,2.0,1.5,5.3,12.1,6.5,11.9,6.5,11.9,0.0,0.0,4.7,7.9,15.8,0.8,1.8,2.9,2.3,7.7,17.7,20,58.7,65.5,81.8,41.3,39.0,73.9,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2022,GLOBL JAM,5,19:29,5.0,1.6,4.6,.348,0.0,0.0,.000,1.8,3.2,.562,4.0,1.2,0.6,0.8,0.4,4.0,Silver
109657,2021-22,Jonathan Tchamwa Tchatchoua,PF,C,Baylor,Big 12,21,4,8.76,3,"Apr 21, 1999",23.19,80,245,,25,0,520,23.8,.713,.700,.100,.269,190,11.8,26.3,18.9,6.1,1.9,2.0,16.5,16.6,1.7,1.3,2.9,.225,4.9,3.2,8.1,0.59,130.2,90.5,0.144,-3.36,6.8,10.0,.677,6.3,9.0,.701,0.5,1.0,.462,2.1,2.7,.771,13.1,1.3,1.3,0.7,2.2,4.4,16.1,9.9,14.6,9.2,13.1,0.7,1.5,3.0,3.9,19.1,1.9,1.9,1.0,3.3,6.4,23.4,31,55.4,87.5,84.1,34.6,42.2,63.2,10.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,2017,adidas Nations,5,15:36,4.4,1.8,4.2,.429,0.0,0.2,.000,0.8,1.2,.667,4.4,0.4,0.2,0.4,1.8,2.4,8th
140725,2021-22,Dale Bonner,SG,PG,Baylor,Big 12,24,7,8.76,3,,,74,170,,31,2,535,8.7,.433,.388,.531,.276,116,3.8,4.2,4.0,13.7,2.9,0.4,17.8,12.4,0.3,0.9,1.2,.093,-0.8,3.8,3.1,1.96,99.8,97.8,0.091,1.37,2.5,7.3,.337,1.7,3.4,.500,0.7,3.9,.192,1.5,2.0,.741,2.8,3.5,2.0,0.1,1.8,2.6,7.2,3.6,10.7,2.5,5.0,1.1,5.7,2.2,2.9,4.0,5.1,2.9,0.2,2.6,3.8,10.5,1,25.5,68.0,29.4,21.4,28.6,16.7,53.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,GLOBL JAM,5,34:02,11.0,3.8,10.8,.352,1.6,5.0,.320,1.8,2.2,.818,2.8,5.8,2.4,0.6,2.0,1.8,Silver
117453,2021-22,Jordan Turner,SF,,Baylor,Big 12,12,1,8.76,2,,,80,195,158,13,0,78,13.6,.396,.383,.700,.200,29,13.1,15.1,14.1,10.9,0.0,1.5,3.0,21.3,0.1,0.1,0.3,.133,0.7,-1.6,-0.9,5.0,108.3,99.7,0.034,2.99,4.6,15.4,.300,2.1,4.6,.444,2.6,10.8,.238,1.5,3.1,.500,9.7,2.6,0.0,0.5,0.5,1.5,13.3,6.7,22.4,3.0,6.7,3.7,15.7,2.2,4.5,14.2,3.7,0.0,0.7,0.7,2.2,19.4,0,13.3,75.0,66.7,16.7,20.0,0.0,70.0,100.0,2018-19,Team Faith,Gold Gauntlet 17U,4,2,24.8,14.75,4.00,7.25,.552,1.25,3.25,.385,5.50,6.75,.815,2.25,4.75,7.00,1.50,0.25,0.75,0.25,3.00,2022,GLOBL JAM,5,21:30,8.4,2.6,8.6,.302,1.2,4.4,.273,2.0,2.4,.833,3.0,1.4,0.6,0.0,0.8,2.0,Silver
132649,2021-22,Zach Loveday,C,,Baylor,Big 12,10,2,8.76,2,,,84,215,161,12,0,46,11.1,.506,.556,.556,.667,13,12.4,20.5,16.4,3.5,1.3,9.9,29.7,18.0,0.0,0.1,0.1,.082,-6.5,2.1,-4.4,0.2,85.3,89.8,0.013,-8.72,3.5,7.8,.444,1.7,3.5,.500,1.7,4.3,.400,1.7,5.2,.333,11.3,0.9,0.9,3.5,4.3,7.0,10.4,5.1,11.4,2.5,5.1,2.5,6.3,2.5,7.6,16.5,1.3,1.3,5.1,6.3,10.1,15.2,2,33.3,66.7,100.0,11.1,0.0,0,55.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,GLOBL JAM,5,05:13,0.0,0.0,0.8,.000,0.0,0.0,.000,0.0,0.0,.000,0.8,0.0,0.2,0.4,0.2,1.8,Silver
188268,2021-22,Mitchell Paul,SG,PG,Baylor,Big 12,7,1,8.76,4,,,72,175,,8,0,15,39.4,.566,.571,.143,.286,7,15.2,23.6,19.3,0.0,11.7,0.0,0.0,26.0,0.1,0.1,0.1,.339,3.6,13.6,17.1,0,128.1,70.6,0.016,0.0,10.7,18.7,.571,10.7,16.0,.667,0.0,2.7,.000,2.7,5.3,.500,13.3,0.0,8.0,0.0,0.0,5.3,24.0,15.5,27.2,15.5,23.3,0.0,3.9,3.9,7.8,19.4,0.0,11.7,0.0,0.0,7.8,35.0,0,28.6,100.0,0.0,57.1,50.0,0.0,14.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134805,2021-22,Dain Dainja,PF,SF,Baylor,Big 12,3,0,8.76,1,,,81,270,91,3,0,9,23.4,.553,.500,.000,.750,6,25.3,13.1,19.3,0.0,0.0,12.6,26.9,40.5,0.0,0.0,0.0,.101,-1.5,0.3,-1.2,0.0,92.6,94.4,0.018,-19.74,8.9,17.8,.500,8.9,17.8,.500,0.0,0.0,,8.9,13.3,.667,13.3,0.0,0.0,4.4,8.9,4.4,26.7,13.0,25.9,13.0,25.9,0.0,0.0,13.0,19.4,19.4,0.0,0.0,6.5,13.0,6.5,38.9,0,0.0,0,0,100.0,50.0,0.0,0.0,0,2018-19,Grassroots Sizzle,UAA 17U,8,8,28.6,11.12,4.38,9.50,.461,0.50,2.12,.235,1.88,3.00,.625,1.88,6.62,8.50,0.75,0.38,1.00,4.38,2.25,,,,,,,,,,,,,,,,,,,,,
109264,2021-22,Kijana Love,SG,PG,Baylor,Big 12,3,1,8.76,4,"Dec 11, 1997",24.55,73,170,,6,0,10,7.5,.335,.375,.500,.250,3,0.0,23.6,11.6,16.6,0.0,0.0,0.0,22.0,0.0,0.0,0.0,.077,-1.4,-0.3,-1.6,1,91.7,97.3,0.016,7.94,4.0,16.0,.250,0.0,8.0,.000,4.0,8.0,.500,0.0,4.0,.000,8.0,4.0,0.0,0.0,0.0,0.0,12.0,5.8,23.3,0.0,11.7,5.8,11.7,0.0,5.8,11.7,5.8,0.0,0.0,0.0,0.0,17.5,0,0.0,0,0,50.0,0.0,0,50.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151458,2021-22,Austin Sacks,SG,PG,Baylor,Big 12,6,0,8.76,2,,,79,200,,7,0,13,-5.8,.000,.000,1.000,.000,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,11.3,0.0,0.0,0.0,-.071,-9.0,0.1,-8.8,0,0.0,96.5,0.0,0.0,0.0,9.2,.000,0.0,0.0,,0.0,9.2,.000,0.0,0.0,,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,100.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121603,2021-22,Izaiah Brockington,SG,,Iowa State,Big 12,22.0,13.0,9.33,4,"Jul 12, 1999",22.97,76,200,400,35,35,1210,19.0,.520,.481,.187,.274,537,5.7,19.0,12.1,11.1,2.3,0.9,11.1,27.5,2.0,2.6,4.7,.154,3.7,2.4,6.1,0.79,103.7,93.2,0.331,-2.84,7.4,16.6,.447,6.3,13.5,.467,1.1,3.1,.362,3.5,4.6,.775,7.9,1.9,1.5,0.3,2.3,2.2,19.5,11.1,24.7,9.4,20.1,1.7,4.6,5.3,6.8,11.8,2.8,2.3,0.4,3.5,3.3,29.1,24,26.8,59.3,52.5,54.5,40.5,49.5,18.7,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151295,2021-22,Tyrese Hunter,PG,SG,Iowa State,Big 12,22.0,13.0,9.33,1,"Aug 11, 2003",18.88,72,175,37,35,35,1116,14.1,.475,.443,.377,.277,426,1.9,11.9,6.8,32.3,3.8,1.1,21.8,24.2,0.3,2.5,2.8,.100,0.9,3.7,4.6,1.52,92.2,92.2,0.367,0.15,5.0,12.8,.391,3.7,8.0,.462,1.3,4.8,.274,2.4,3.5,.687,4.4,6.2,2.5,0.4,4.1,2.5,13.8,7.5,19.1,5.5,11.9,2.0,7.2,3.6,5.3,6.6,9.2,3.8,0.5,6.0,3.7,20.5,16,40.8,54.8,26.2,21.5,29.9,21.7,37.7,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132179,2021-22,Gabe Kalscheur,SG,SF,Iowa State,Big 12,22.0,13.0,9.33,4,"Jun 10, 1999",23.06,76,194,198,35,34,1079,6.0,.446,.421,.497,.208,317,2.2,7.4,4.7,11.6,2.4,0.2,19.8,22.6,-1.0,1.9,0.9,.035,-3.8,1.8,-2.0,0.66,81.4,97.3,0.218,-4.95,4.6,12.7,.363,3.1,6.4,.488,1.5,6.3,.235,1.7,2.6,.662,3.1,2.3,1.6,0.1,3.4,4.0,12.4,6.8,18.9,4.6,9.5,2.2,9.4,2.6,3.9,4.6,3.4,2.4,0.1,5.1,6.0,18.5,1,25.4,59.8,46.2,24.9,37.6,46.9,49.7,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148695,2021-22,Caleb Grill,SG,PG,Iowa State,Big 12,22.0,13.0,9.33,3,"Jun 15, 2000",22.04,75,196,175,35,0,844,12.2,.537,.532,.812,.079,209,2.0,11.4,6.5,12.3,2.5,0.9,9.1,14.2,1.1,1.6,2.8,.132,1.5,3.8,5.3,2.52,110.8,95.4,0.155,1.74,3.7,9.6,.391,1.0,1.8,.579,2.7,7.8,.348,0.5,0.8,.625,4.3,2.5,1.7,0.3,1.0,3.4,10.7,5.6,14.2,1.6,2.7,4.0,11.6,0.7,1.1,6.3,3.7,2.5,0.4,1.5,5.0,15.9,2,12.4,76.0,63.2,6.4,23.1,33.3,81.2,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
