,Unnamed: 0,Unnamed: 0.1,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss.1,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Box Score Creation,Rim Shot Creation,Helio Score,Athleticism Score,Passing Score,Rebounding Score,Shooting Score,Finishing Score,Defense Score,Shot Creation Score,College Productivity Score,Overall Score
41,22,17,134492,2021-22,Jalen Bridges,SG,,Shooter,79,220.0,West Virginia,Big 12,16.0,17.0,10.74,2.0,,,91.0,33,33,885,17.1,0.553,0.511,0.514,0.279,277.0,8.3,12.7,10.4,6.1,2.1,2.9,2.436,8.4,0.076,15.6,19.861,2.0,1.1,3.1,0.139,4.1,1.8,5.9,1.13,120.4,103.0,0.155,-0.64,4.3,10.0,0.428,2.6,4.9,0.537,1.7,5.2,0.325,0.246,0.3982121573301549,2.3,2.8,0.823,7.1,1.2,1.4,1.0,1.0,2.9,12.6,6.3,14.6,3.8,7.1,2.4,7.5,3.4,4.1,10.4,1.7,2.1,1.5,1.5,4.3,18.3,14.6,14.0,18.5,3.093903,0.015819209039548,2.4416748000000004,34.2,59.2,51.1,14.4,40.6,53.8,51.4,86.5,69.6844,2018-19,ITPS Wildcats,Gold Gauntlet 17U,2.0,2.0,21.0,8.0,3.5,7.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.5,0.0,1.5,1.0,2022.0,GLOBL JAM,5.0,25:52,9.8,4.0,9.6,0.417,1.6,4.4,0.364,0.2,0.4,0.5,5.2,0.2,1.8,0.4,0.4,3.8,Silver,0.953,47.102,,0.7094017094017094,0.4214876033057851,0.6115702479338843,0.8151260504201681,0.5462184873949579,0.6115702479338843,0.17647058823529413,0.9504132231404959,60.5
42,31,106,134471,2021-22,Cam Spencer,SG,,Scorer,76,207.0,Loyola (MD),Patriot,14.0,16.0,-7.95,3.0,,,400.0,30,30,1108,24.4,0.572,0.535,0.376,0.239,519.0,1.8,14.4,8.0,20.0,3.7,0.8,1.3155555555555556,7.3,0.059,25.6,35.802,3.5,2.0,5.5,0.2,4.3,0.8,5.1,2.44,117.2,96.7,0.406,2.28,7.5,16.0,0.468,5.4,10.0,0.538,2.1,6.0,0.353,0.243,0.3641371742112482,3.3,3.8,0.858,5.2,3.4,2.5,0.3,1.4,1.6,20.4,11.3,24.0,8.1,15.0,3.2,9.0,4.9,5.7,7.8,5.1,3.7,0.4,2.1,2.4,30.6,24.0,0.0,0.0,0.0,0.0,2.76576,26.8,66.4,57.0,35.6,44.3,21.4,37.6,74.6,50.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.712,51.84,,0.11965811965811966,0.9008264462809917,0.4380165289256198,0.8991596638655462,0.6134453781512605,0.6859504132231405,0.8487394957983193,0.628099173553719,64.2
43,35,84,135028,2021-22,Tristen Newton,SG,,Scorer,77,190.0,East Carolina,AAC,15.0,15.0,2.66,3.0,,,400.0,30,30,1044,20.9,0.575,0.499,0.38,0.456,535.0,2.7,13.1,7.8,34.4,2.4,1.0,1.4117647058823528,18.4,0.136,27.4,42.579,2.6,1.2,3.8,0.147,4.0,0.9,4.9,1.45,109.0,103.8,0.451,-0.32,6.3,14.5,0.435,4.5,9.0,0.498,1.8,5.5,0.333,0.23,0.3549509116409537,5.8,6.6,0.879,5.5,5.8,1.6,0.3,4.0,2.7,20.3,9.2,21.1,6.5,13.1,2.7,8.0,8.5,9.6,8.0,8.4,2.4,0.5,5.8,4.0,29.5,21.1,4.0,4.4,0.7434240000000001,0.003831417624521,3.565056,24.0,59.3,29.6,38.0,43.8,17.5,38.0,87.5,47.004000000000005,2018-19,Texas Hard Work,UAA 17U,8.0,4.0,19.5,8.0,2.75,8.88,0.31,1.5,5.25,0.286,1.0,1.62,0.615,1.88,3.0,4.88,1.12,1.62,0.12,1.38,1.75,,,,,,,,,,,,,,,,,,,,,,7.209,53.744,,0.782051282051282,0.8099173553719008,0.4256198347107438,0.8823529411764706,0.37815126050420167,0.39669421487603307,0.8571428571428571,0.5619834710743802,63.7
44,40,94,135690,2021-22,Justin Powell,SG,,Shooter,78,197.0,Tennessee,SEC,23.0,7.0,9.94,2.0,"May 9, 2001",21.14,188.0,30,1,424,11.2,0.533,0.515,0.649,0.155,105.0,4.0,8.2,6.1,8.9,1.4,1.4,1.4,11.9,0.099,13.9,19.154,0.6,0.7,1.2,0.117,1.9,2.3,4.2,1.5,110.5,98.8,0.075,0.0,3.6,9.2,0.392,1.3,3.2,0.412,2.3,5.9,0.381,0.314,0.4801339805825242,1.0,1.4,0.733,4.2,2.0,0.9,0.5,1.3,1.6,10.5,5.2,13.3,1.9,4.7,3.3,8.7,1.5,2.1,6.2,2.9,1.4,0.7,1.9,2.3,15.3,13.3,0.0,0.0,0.0,0.0,0.581875,17.5,47.1,75.0,17.5,35.3,66.7,64.9,87.5,81.58500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.196,30.895,0.6634599228948942,0.008547008547008548,0.6487603305785123,0.25206611570247933,0.6890756302521008,0.08823529411764706,0.6033057851239669,0.03361344537815126,0.8553719008264463,39.7
45,42,48,148680,2021-22,Trae Hannibal,SG,,Slasher,74,215.0,Murray State,OVC,31.0,3.0,-3.07,2.0,"Feb 13, 2001",21.38,153.0,34,1,746,21.7,0.581,0.529,0.063,0.63,328.0,5.2,21.1,13.2,19.7,3.1,0.5,0.861111111111111,19.4,0.152,22.2,33.491,1.9,1.8,3.7,0.201,0.9,3.1,4.0,1.29,113.0,89.9,0.196,-1.22,5.8,11.2,0.519,5.6,10.5,0.533,0.2,0.7,0.308,0.081,0.1046037735849056,5.0,7.0,0.718,9.3,4.5,2.1,0.2,3.5,2.8,16.8,8.5,16.3,8.2,15.3,0.3,1.0,7.4,10.3,13.6,6.6,3.1,0.2,5.1,4.2,24.7,16.3,14.0,9.48,4.745270880000001,0.0187667560321715,8.159062800000001,70.7,60.5,29.2,23.1,31.2,0.0,6.2,100.0,26.8444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.649,61.322,0.6728008943804195,0.8888888888888888,0.6900826446280992,0.7933884297520661,0.13445378151260504,0.8823529411764706,0.6528925619834711,0.6302521008403361,0.6363636363636364,66.4
46,46,78,151744,2021-22,Sean McNeil,SG,,Connector,76,205.0,West Virginia,Big 12,15.0,17.0,10.74,4.0,"Aug 17, 1998",23.87,,32,32,1077,13.7,0.542,0.502,0.478,0.231,351.0,1.2,7.9,4.4,8.8,1.2,0.3,0.48,8.6,0.074,18.4,24.227,2.0,0.8,2.8,0.103,3.3,0.5,3.8,1.29,112.5,108.3,0.236,-0.43,5.0,12.0,0.414,2.9,6.3,0.456,2.1,5.8,0.368,0.272,0.4158486997635934,2.4,2.8,0.867,3.0,1.6,0.9,0.1,1.3,1.2,14.5,7.3,17.6,4.2,9.2,3.1,8.4,3.5,4.1,4.4,2.4,1.2,0.2,1.8,1.7,21.1,17.6,0.0,0.0,0.0,0.0,1.324488,14.5,57.4,48.1,37.7,41.0,24.0,47.8,66.7,47.9051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.711,44.205,0.1496303968466301,0.03418803418803419,0.4793388429752066,0.06611570247933884,0.8907563025210085,0.23529411764705882,0.05785123966942149,0.6050420168067226,0.743801652892562,38.9
47,57,53,103921,2021-22,Jay Heath,SG,,Connector,75,200.0,Arizona State,Pac-12,13.0,15.0,9.48,3.0,,,281.0,28,17,795,13.7,0.541,0.516,0.431,0.218,271.0,1.8,10.8,6.2,13.0,1.6,0.1,0.188235294117647,13.6,0.114,20.6,28.19,0.9,1.0,2.0,0.099,1.9,1.6,3.5,1.16,102.2,102.0,0.222,-1.23,5.3,12.5,0.423,3.0,7.1,0.418,2.3,5.4,0.43,0.308,0.4304994192799071,2.0,2.7,0.741,4.6,2.5,1.1,0.1,2.2,2.1,14.9,7.8,18.4,4.4,10.4,3.4,7.9,3.0,4.0,6.8,3.7,1.6,0.1,3.2,3.1,21.9,18.4,1.0,1.35,0.20115,0.0012578616352201,2.7416,29.8,51.4,50.0,27.0,31.3,4.8,43.1,71.7,47.09870000000001,2018-19,Team Melo,Nike 17U,10.0,8.0,12.6,19.3,8.3,20.2,0.411,2.5,7.3,0.342,3.0,4.3,0.698,0.0,4.5,4.5,2.9,1.0,0.0,2.1,1.5,,,,,,,,,,,,,,,,,,,,,,2.874,42.313,,0.042735042735042736,0.49586776859504134,0.26859504132231404,0.6050420168067226,0.19327731092436976,0.1652892561983471,0.7815126050420168,0.6446280991735537,40.0
48,66,51,117456,2021-22,De'Vion Harmon,SG,,Connector,74,201.0,Oregon,Pac-12,20.0,15.0,8.05,3.0,"Jan 22, 2001",21.44,,35,34,1099,13.7,0.523,0.494,0.43,0.245,360.0,1.5,8.0,4.8,12.1,2.4,0.3,0.5333333333333333,12.4,0.103,19.0,26.338,1.6,1.1,2.7,0.099,1.5,1.5,2.9,1.41,106.3,104.9,0.22,-0.27,4.9,11.8,0.415,3.0,6.7,0.451,1.9,5.1,0.367,0.262,0.3960100376411543,2.1,2.9,0.734,3.3,2.6,1.7,0.1,1.9,2.0,13.7,7.1,17.2,4.4,9.8,2.7,7.4,3.1,4.2,4.9,3.8,2.4,0.2,2.7,2.9,20.1,17.2,,,,,3.9623296,31.3,52.5,26.4,25.7,36.1,16.7,43.0,88.2,50.481100000000005,2018-19,Houston Hoops,Nike 17U,9.0,8.0,18.9,12.56,4.0,11.78,0.34,1.22,4.22,0.289,2.44,3.11,0.786,0.0,4.0,4.0,5.0,1.56,0.22,1.89,0.89,2018.0,U17 World Cup,12.0,20:15,12.6,5.4,10.4,0.52,1.1,4.0,0.271,0.7,1.4,0.471,2.1,3.0,2.0,0.0,1.0,0.7,Gold,2.434,49.411,0.6407759046495369,,0.6694214876033058,0.08264462809917356,0.6218487394957983,0.2815126050420168,0.128099173553719,0.5378151260504201,0.4214876033057851,
49,84,73,103937,2021-22,Jarod Lucas,SG,,Shooter,76,195.0,Oregon State,Pac-12,3.0,28.0,8.4,3.0,"Dec 7, 1999",22.56,295.0,31,31,1046,15.1,0.569,0.526,0.576,0.259,374.0,2.0,6.2,4.1,7.1,1.4,0.0,0.0,8.7,0.078,20.1,25.563,2.3,-0.4,1.9,0.072,3.6,-1.9,1.7,1.06,114.3,119.7,0.218,-1.0,5.2,12.5,0.415,2.4,5.3,0.453,2.8,7.2,0.386,0.304,0.4622370062370062,2.8,3.3,0.871,2.7,1.4,1.0,0.0,1.3,1.6,16.0,7.7,18.5,3.6,7.8,4.1,10.7,4.2,4.8,4.0,2.1,1.4,0.0,2.0,2.4,23.6,18.5,1.0,7.11,0.152865,0.0009560229445506,0.39775,4.3,57.1,50.0,38.1,44.0,21.8,57.6,76.7,54.635000000000005,2018-19,Compton Magic,Gold Gauntlet 17U,4.0,4.0,24.5,11.25,4.0,11.0,0.364,0.75,4.0,0.188,2.5,3.0,0.833,1.75,1.25,3.0,3.25,1.75,0.0,1.0,1.25,,,,,,,,,,,,,,,,,,,,,,1.925,41.709,0.4625022757598456,0.06837606837606838,0.3884297520661157,0.045454545454545456,0.9663865546218487,0.15966386554621848,0.008264462809917356,0.5714285714285714,0.30578512396694213,31.4
50,87,35,131780,2021-22,Hassan Diarra,SG,,Connector,74,196.0,Texas A&M,SEC,27.0,13.0,7.42,2.0,,,82.0,40,3,614,13.4,0.498,0.452,0.495,0.371,237.0,1.3,12.1,6.7,17.8,2.7,1.5,1.9285714285714288,17.4,0.14,24.3,35.059,0.5,1.1,1.6,0.106,-0.3,1.9,1.6,1.08,98.1,97.6,0.13,-2.4,5.1,13.7,0.371,2.9,6.9,0.415,2.2,6.8,0.327,0.244,0.3938321167883211,3.6,5.1,0.718,4.6,3.6,1.8,0.5,3.4,3.5,16.0,7.4,20.0,4.2,10.1,3.2,9.9,5.3,7.4,6.7,5.3,2.7,0.8,4.9,5.1,23.4,20.0,0.0,0.0,0.0,0.0,4.8296600000000005,31.9,55.2,24.3,18.6,17.9,42.9,49.5,79.4,55.03410000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.096,53.324,,0.6752136752136753,0.5247933884297521,0.3305785123966942,0.31092436974789917,0.3865546218487395,0.7768595041322314,0.48739495798319327,0.28512396694214875,47.199999999999996
51,90,61,85693,2021-22,David Jenkins Jr.,SG,,Shooter,73,195.0,Utah,Pac-12,11.0,20.0,6.61,4.0,"May 8, 1998",24.15,278.0,31,10,591,14.0,0.577,0.523,0.698,0.401,224.0,0.2,9.8,5.0,7.8,0.8,0.4,0.5333333333333333,11.6,0.103,22.5,29.227,1.2,0.3,1.6,0.107,2.0,-0.5,1.6,0.73,111.2,109.8,0.127,-2.66,5.0,13.0,0.385,1.4,3.9,0.362,3.6,9.1,0.396,0.336,0.5053162705667277,4.3,5.2,0.818,3.6,1.5,0.5,0.1,2.0,3.7,17.9,7.5,19.3,2.1,5.8,5.3,13.5,6.3,7.8,5.3,2.2,0.8,0.2,3.0,5.5,26.6,19.3,0.0,0.0,0.0,0.0,1.2539981999999998,7.8,40.0,16.7,22.4,34.9,53.3,69.8,73.6,64.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,37.291,0.0665366356795984,0.46153846153846156,0.26859504132231404,0.12396694214876033,0.7899159663865546,0.008403361344537815,0.049586776859504134,0.33613445378151263,0.2066115702479339,28.1
52,106,116,135579,2021-22,Kerwin Walton,SG,,Shooter,77,210.0,UNC,ACC,23.0,8.0,8.89,2.0,"Oct 20, 2001",20.69,133.0,31,1,411,7.2,0.503,0.485,0.637,0.069,95.0,1.9,8.0,5.0,5.4,1.0,1.0,1.0,14.6,0.133,14.7,18.861,0.2,0.4,0.6,0.056,-1.1,0.9,-0.2,0.72,97.7,106.3,0.06,-2.19,3.7,9.9,0.373,1.5,3.6,0.405,2.2,6.3,0.354,0.29,0.4550918264379414,0.7,0.7,1.0,3.7,1.3,0.7,0.4,1.8,3.2,10.3,5.3,14.1,2.1,5.1,3.2,9.0,1.0,1.0,5.3,1.8,1.0,0.6,2.5,4.6,14.7,14.1,0.0,0.0,0.0,0.0,1.3859454,11.8,50.0,16.7,24.5,36.0,11.1,63.7,87.0,60.109100000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659,46.396,0.3567558488835041,0.1794871794871795,0.26859504132231404,0.12396694214876033,0.8067226890756303,0.058823529411764705,0.17355371900826447,0.23529411764705882,0.19834710743801653,25.6
53,113,63,134028,2021-22,Meechie Johnson Jr.,SG,,Shooter,74,172.0,Ohio State,Big Ten,16.0,10.0,9.08,2.0,,,126.0,26,5,461,6.5,0.446,0.421,0.7,0.158,120.0,2.3,7.8,5.3,12.1,2.3,0.7,1.0733333333333333,21.3,0.178,19.3,26.429,-0.2,0.4,0.2,0.019,-2.2,0.9,-1.3,0.89,85.7,106.7,0.101,-3.25,3.2,10.4,0.308,0.9,3.1,0.278,2.3,7.3,0.321,0.273,0.4401567091087169,1.2,1.6,0.737,3.5,2.7,1.5,0.3,3.0,3.5,10.0,4.9,16.0,1.3,4.8,3.6,11.2,1.9,2.5,5.3,4.1,2.3,0.4,4.7,5.3,15.3,16.0,0.0,0.0,0.0,0.0,2.4960000000000004,20.8,32.0,25.0,9.2,18.2,0.0,70.0,88.9,67.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.173,30.415,,0.17094017094017094,0.371900826446281,0.1446280991735537,0.3949579831932773,0.05042016806722689,0.19834710743801653,0.5042016806722689,0.10743801652892562,24.3
54,7,101,134595,2021-22,Baylor Scheierman,SG,SF,Primary,79,201.0,South Dakota State,Summit,30.0,5.0,-3.77,3.0,"Sep 26, 2000",21.76,,35,35,1164,25.2,0.646,0.616,0.463,0.317,588.0,1.9,24.2,14.1,22.6,2.3,0.5,0.8214285714285714,13.4,0.095,22.0,34.857,4.7,1.8,6.5,0.223,6.2,1.2,7.4,2.32,127.6,99.7,0.327,3.09,6.7,13.1,0.508,3.8,7.0,0.541,2.9,6.1,0.469,0.343,0.465980686695279,3.3,4.2,0.802,9.4,5.4,1.6,0.2,2.3,2.4,19.5,9.3,18.3,5.3,9.8,4.0,8.5,4.6,5.8,13.1,7.6,2.3,0.2,3.3,3.4,27.2,18.3,6.0,8.46,1.3926006000000004,0.0051546391752577,3.012363,18.6,73.2,11.5,35.1,44.0,5.1,46.3,65.1,34.07039999999999,2018-19,Omaha Sports,Gold Gauntlet 17U,1.0,1.0,17.0,9.0,4.0,5.0,0.8,1.0,2.0,0.5,0.0,0.0,0.0,1.0,9.0,10.0,3.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,6.999,71.202,2.240563006763471,0.6923076923076923,0.9586776859504132,0.859504132231405,0.9873949579831933,0.5714285714285714,0.4049586776859504,0.9159663865546218,0.7603305785123967,76.9
55,16,82,132471,2021-22,Isiaih Mosley,SF,SG,Primary,77,205.0,Missouri State,MVC,23.0,11.0,1.05,3.0,"May 3, 2000",22.16,296.0,34,32,1075,27.7,0.617,0.574,0.329,0.267,645.0,4.0,18.9,11.8,15.7,2.2,0.6,0.942857142857143,14.1,0.116,32.0,43.021,4.1,1.6,5.7,0.213,6.1,0.3,6.4,0.85,116.0,100.2,0.345,-3.76,9.3,18.5,0.504,6.7,12.4,0.542,2.6,6.1,0.427,0.284,0.3716481481481482,4.5,4.9,0.902,7.9,2.9,1.5,0.2,3.4,2.6,25.7,13.7,27.2,9.9,18.2,3.8,9.0,6.6,7.3,11.6,4.3,2.2,0.3,5.0,3.8,37.8,27.2,3.0,2.81,0.47546605,0.0027906976744186,4.602376,21.5,59.8,21.3,46.0,50.0,11.9,32.5,43.1,24.061,2018-19,MoKan Elite,Nike 17U,10.0,7.0,12.1,11.8,4.4,9.8,0.449,1.1,3.3,0.333,1.9,2.7,0.704,0.0,3.7,3.7,1.6,0.6,0.0,1.9,2.1,,,,,,,,,,,,,,,,,,,,,,6.131,57.732,1.6121999015346011,0.49572649572649574,0.36363636363636365,0.6818181818181818,0.9873949579831933,0.36134453781512604,0.4132231404958678,0.9747899159663865,0.7933884297520661,63.4
56,17,66,119546,2021-22,David Jones,SF,SG,Primary,78,195.0,DePaul,Big East,14.0,14.0,6.73,2.0,"Nov 24, 2001",20.6,144.0,28,27,836,22.3,0.517,0.494,0.332,0.22,399.0,6.6,20.2,13.4,17.4,3.2,3.5,3.343283582089552,14.4,0.121,26.6,37.237,1.5,1.5,3.0,0.142,4.1,2.3,6.4,1.03,104.3,97.4,0.299,-2.41,7.6,17.0,0.445,5.9,11.3,0.519,1.7,5.6,0.297,0.198,0.3135262321144674,2.6,3.7,0.692,10.0,3.3,2.2,1.4,3.2,2.9,19.4,10.7,24.1,8.4,16.1,2.4,8.0,3.7,5.3,14.1,4.6,3.2,2.0,4.5,4.1,27.5,24.1,7.0,4.05,1.5818247000000003,0.0083732057416267,9.4128334,48.7,58.4,19.8,18.0,34.4,9.1,33.2,65.7,33.093,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,U17 World Cup,18.0,24:15,16.3,6.0,14.1,0.425,1.1,4.2,0.25,3.2,4.7,0.69,6.8,2.2,2.7,0.5,3.2,2.6,9th,3.993,62.915,2.345771630996521,0.8162393162393162,0.47107438016528924,0.8181818181818182,0.31932773109243695,0.6974789915966386,0.8842975206611571,0.8781512605042017,0.7520661157024794,70.5
57,18,103,134233,2021-22,Terrence Shannon,SF,SG,Primary,78,215.0,Texas Tech,Big 12,18.0,8.0,8.65,3.0,"Jul 30, 2000",21.92,90.0,26,20,649,16.5,0.581,0.538,0.434,0.374,256.0,2.5,9.8,6.3,15.7,2.0,1.1,1.4193548387096773,17.9,0.145,22.6,32.383,1.3,1.4,2.7,0.164,3.2,3.2,6.3,1.02,109.2,93.9,0.214,-2.57,5.5,12.2,0.455,3.5,6.9,0.509,2.0,5.3,0.384,0.275,0.4074718826405868,3.6,4.6,0.784,4.2,3.2,1.4,0.3,3.1,2.6,16.7,8.2,18.1,5.2,10.3,3.0,7.9,5.3,6.8,6.2,4.8,2.0,0.5,4.7,3.8,24.8,18.1,14.0,,,0.0215716486902927,,,,,,,,,,,2018-19,Mac Irvin Fire,Nike 17U,8.0,6.0,9.1,12.88,4.38,9.5,0.461,1.12,3.88,0.29,3.0,3.75,0.8,0.0,4.88,4.88,2.25,0.75,0.62,2.5,3.25,,,,,,,,,,,,,,,,,,,,,,4.183,,1.7279894468039745,,0.45454545454545453,0.2809917355371901,,,0.743801652892562,,0.9297520661157025,
58,25,29,138420,2021-22,Ricky Council IV,SG,SF,Primary,78,204.0,Wichita State,AAC,15.0,13.0,6.0,1.0,"Aug 3, 2001",20.91,,28,7,745,19.9,0.556,0.488,0.337,0.421,319.0,5.3,17.8,11.4,14.0,2.5,2.1,2.282608695652174,16.6,0.141,24.6,33.406,1.5,1.4,2.9,0.154,3.2,2.3,5.5,0.75,107.3,96.3,0.236,-4.07,5.9,13.5,0.437,4.5,9.0,0.503,1.4,4.6,0.306,0.204,0.3207527216174183,4.8,5.7,0.849,8.1,2.4,1.7,0.8,3.2,2.0,18.0,8.7,19.9,6.6,13.2,2.1,6.7,7.1,8.4,12.0,3.6,2.5,1.1,4.7,3.0,26.6,19.9,15.0,16.08,3.97910856,0.0201342281879194,4.9243943,37.1,56.0,33.3,29.0,42.3,26.7,33.9,69.2,43.5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.371,52.234,1.7860129591382448,0.9572649572649573,0.3140495867768595,0.6570247933884298,0.6764705882352942,0.47058823529411764,0.859504132231405,0.7058823529411765,0.6900826446280992,66.60000000000001
59,39,24,121745,2021-22,Donald Carey,SG,SF,Shooter,77,187.0,Georgetown,Big East,6.0,22.0,8.03,4.0,"Aug 21, 1999",22.86,,28,28,948,17.3,0.583,0.535,0.573,0.271,361.0,2.1,12.5,7.0,17.1,2.6,0.7,1.103030303030303,15.8,0.124,19.4,28.999,2.1,0.5,2.6,0.108,3.6,0.8,4.4,1.31,113.6,110.3,0.286,-0.78,5.1,12.2,0.424,2.4,5.2,0.472,2.7,7.0,0.388,0.305,0.4626930280957336,3.0,3.3,0.91,5.2,3.4,1.8,0.3,2.6,2.2,16.0,7.2,17.1,3.4,7.3,3.8,9.8,4.2,4.6,7.4,4.8,2.6,0.4,3.6,3.1,22.5,17.1,0.0,0.0,0.0,0.0,2.6128800000000005,19.1,54.5,20.0,23.6,41.2,25.0,57.3,59.4,43.75619999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.742,50.963,0.8659626450560337,0.3247863247863248,0.6487603305785123,0.384297520661157,0.957983193277311,0.16806722689075632,0.1446280991735537,0.7478991596638656,0.6157024793388429,49.9
60,52,42,175967,2021-22,Brandon Murray,SF,SG,Connector,77,225.0,LSU,SEC,22.0,11.0,8.3,1.0,"Feb 7, 2002",20.39,82.0,33,32,1023,12.2,0.516,0.495,0.412,0.225,316.0,2.8,8.1,5.4,12.0,2.0,0.9,1.2413793103448276,14.4,0.121,17.7,24.746,1.2,1.9,3.0,0.119,1.0,2.7,3.7,1.19,104.2,96.8,0.217,-1.08,4.8,11.3,0.426,3.2,6.6,0.488,1.6,4.7,0.336,0.237,0.370139037433155,1.7,2.5,0.677,3.9,2.5,1.4,0.3,2.1,2.2,12.9,6.8,16.0,4.6,9.4,2.2,6.6,2.4,3.6,5.5,3.6,2.0,0.4,3.0,3.1,18.3,16.0,8.0,8.6,1.5479828,0.0078201368523949,2.879968,32.2,63.4,44.1,26.6,31.2,25.0,41.2,97.5,61.0202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.045,52.403,1.1737728478394187,0.38461538461538464,0.5247933884297521,0.16115702479338842,0.3697478991596639,0.5966386554621849,0.640495867768595,0.3025210084033613,0.6528925619834711,45.4
61,62,85,125786,2021-22,Landers Nolley,SF,SG,Primary,79,208.0,Memphis,AAC,20.0,9.0,7.86,3.0,"Mar 5, 2000",22.32,67.0,29,18,772,13.2,0.501,0.454,0.44,0.292,288.0,2.9,12.7,8.1,18.8,1.8,1.2,1.44,17.2,0.135,21.3,31.898,1.0,1.1,2.1,0.111,1.6,1.5,3.1,1.36,103.2,100.3,0.224,-0.71,4.9,13.0,0.38,3.0,7.3,0.414,1.9,5.7,0.336,0.242,0.3810309278350515,3.0,3.8,0.795,5.8,4.1,1.3,0.4,3.1,2.6,14.8,6.9,18.2,4.2,10.2,2.7,8.0,4.2,5.3,8.2,5.8,1.8,0.6,4.3,3.7,20.8,18.2,2.0,6.64,0.5314656,0.0025906735751295,1.456728,12.0,50.0,33.3,44.0,39.1,55.8,44.0,70.3,59.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.799,42.23,1.448657945641142,0.5128205128205128,0.7355371900826446,0.4462809917355372,0.6764705882352942,0.06722689075630252,0.5454545454545454,0.5462184873949579,0.48760330578512395,50.2
