RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,Harmonic STK%,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score,Image Link
24260,2015-16,Daniel Ochefu,C,PF,Short Roll,83,240.0,Villanova,Big East,32.0,5.0,9.71,4.0,"Dec 15, 1993",22.54,49.0,37,34,865.0,27.2,64.2,62.7,0.004,0.389,378.0,11.2,25.8,19.1,14.6,2.0,7.5,3.2,14.7,12.1,20.6,0.28,2.9,2.5,5.4,0.248,5.4,5.6,11.0,1.26,125.2,87.2,0.214,-0.96,3.1578947368421053,7.1,11.3,62.7,7.1,11.2,63.0,0.0,0.0,0.0,0.0,0.0,3.0,4.4,68.4,12.9,2.9,1.3,2.6,2.3,4.2,17.2,10.5,16.8,10.5,16.7,0.0,0.1,4.5,6.5,19.1,4.3,2.0,3.9,3.4,6.3,25.5,37.0,21.98,4.2706700400000015,0.0,3.26,68.9,69.6,71.8,30.7,48.0,52.8,0.4,0.0,65.7,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,NIKE Global Challenge,3,17:20,9.7,4.3,6.0,.722,0.0,0.0,.000,1.0,2.0,.500,8.7,0.7,1.3,1.7,1.0,2.7,Gold,78.049,52.439,36.585,95.263,85.789,40.244,91.765,94.118,71.8,0.0023989999,54.7,0.0016223037209126163,14.493,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ochefu_Daniel_was17.jpg
90402,2017-18,Robert Williams,C,PF,Play Finisher,81,240.0,Texas A&M,SEC,18.0,12.0,10.62,2.0,"Oct 17, 1997",20.7,61.0,30,23,769.0,25.5,61.4,63.2,0.055,0.318,296.0,10.2,26.8,18.9,10.8,1.8,10.4,3.1,17.0,14.6,19.0,0.25955,1.5,2.0,3.5,0.184,4.5,6.2,10.6,0.83,113.8,90.2,0.221,-3.02,3.0688524590163935,7.2,11.4,63.2,7.2,10.8,66.8,0.0,0.6,0.0,0.0,0.0,1.7,3.6,47.1,14.4,2.2,1.2,4.1,2.7,3.4,16.2,10.2,16.1,10.2,15.3,0.0,0.9,2.4,5.1,20.3,3.2,1.8,5.7,3.8,4.8,22.8,68.0,53.31,9.556137360000001,0.1,2.89,58.2,83.6,69.2,36.4,40.0,31.2,5.5,0.0,51.6,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,adidas Nations Counselors,2,22:30,6.5,3.0,7.0,.429,0.5,2.0,.250,0.0,0.0,.000,2.5,0.5,0.5,1.5,2.0,0.5,-,92.683,20.732,62.805,70.526,80.0,50.0,81.176,77.647,66.9,0.0019730001,62.075,0.0016134413153628716,14.411,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Williams_Robert_bos22.jpg
132289,2021-22,Orlando Robinson,C,PF,Post Up,83,244.4,Fresno State,MWC,23.0,13.0,1.94,3.0,"Jul 10, 2000",21.97,365.0,36,36,1196.0,29.8,55.900000000000006,51.9,0.202,0.434,698.0,10.0,21.7,15.9,23.0,1.9,4.9,2.7,12.6,2.1999999999999997,33.7,2.1375200000000003,4.5,2.9,7.4,0.246,7.7,2.8,10.6,1.14,113.5,90.9,0.414,-1.97,2.738235294117647,8.4,17.4,48.4,7.2,13.8,51.7,1.2,3.5,35.2,0.21026,0.4016948195017231,5.4,7.5,71.6,10.1,3.4,1.2,1.4,3.0,2.9,23.4,13.4,27.8,11.5,22.2,2.0,5.6,8.6,12.0,16.1,5.5,1.9,2.3,4.8,4.6,37.5,27.0,13.73,3.4201704600000005,0.0,6.93,37.8,64.3,34.1,42.0,40.4,27.3,20.2,89.2,42.4,2018-19,Las Vegas Knicks,Gold Gauntlet 17U,4.0,4.0,26.3,8.75,4.0,7.0,0.571,0.0,1.25,0.0,0.75,2.0,0.375,1.75,2.75,4.5,0.5,1.5,3.0,1.5,1.75,,,,,,,,,,,,,,,,,,,,,,11.585,79.268,98.78,90.526,37.895,76.829,72.941,56.471,65.5,0.24020599,61.733,0.14527476604267925,47.101,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Robinson_Orlando_mia22.jpg
28292,2015-16,Jameel Warney,C,PF,Rebounder,80,260.0,Stony Brook,AEC,26.0,7.0,-5.28,4.0,"Jan 31, 1994",22.41,400.0,33,33,1086.0,36.5,63.4,63.0,0.0,0.412,605.0,15.3,21.5,18.4,10.6,1.7,9.7,2.9,7.8,7.000000000000001,25.6,0.34415999999999997,5.3,2.9,8.3,0.305,7.7,2.9,10.6,1.18,133.0,88.6,0.347,-0.88,2.8929824561403508,10.0,15.9,63.0,10.0,15.9,63.0,0.0,0.0,,0.0,,4.1,6.6,62.4,13.1,1.9,1.1,3.6,1.6,2.6,24.1,14.8,23.5,14.8,23.5,0.0,0.0,6.0,9.7,19.4,2.8,1.7,5.3,2.4,3.9,35.6,41.0,13.19,4.007649600000001,0.0,7.14,72.0,71.7,57.8,28.0,40.5,69.4,0.0,0.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.902,26.829,68.293,84.211,73.684,67.073,85.294,58.824,69.8,0.003004,65.692,0.0010079532096322016,8.441,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Warney_Jameel_ncaasb.jpg
85659,2016-17,Zach Collins,PF,C,Scorer,83,232.2,Gonzaga,WCC,37.0,2.0,4.13,1.0,"Nov 19, 1997",19.61,30.0,39,0,673.0,31.0,70.3,67.60000000000001,0.101,0.715,359.0,12.1,23.3,18.4,4.4,1.5,9.8,2.6,17.8,13.100000000000001,24.8,0.38314,2.6,2.4,5.0,0.299,4.6,6.0,10.6,0.27,125.3,79.5,0.131,-7.27,2.601769911504425,8.0,12.3,65.2,7.4,11.1,67.2,0.6,1.2,47.6,0.19452000000000003,0.20157229408188507,6.5,8.8,74.3,13.7,1.0,1.1,4.1,3.6,6.2,23.2,11.3,17.3,10.5,15.6,0.8,1.8,9.2,12.4,19.3,1.3,1.5,5.8,5.0,8.8,32.7,20.0,14.19,3.2855526,0.0,4.01,68.1,70.9,66.0,21.7,55.6,48.0,10.1,100.0,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.927,93.902,12.195,6.316,73.684,53.659,88.235,64.706,59.5,0.013402,57.443,0.012445227451006437,18.503,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Collins_Zach_sas22.jpg
122662,2018-19,Jaxson Hayes,C,PF,Play Finisher,83,218.6,Texas,Big 12,16.0,16.0,11.46,1.0,"May 23, 2000",19.1,102.0,32,21,747.0,27.0,73.9,72.8,0.0,0.592,280.0,8.7,16.3,12.5,2.6,1.5,10.6,2.6,11.8,10.9,17.2,0.21173999999999998,2.8,1.5,4.3,0.23,4.6,5.5,10.1,0.31,138.7,95.6,0.165,-3.24,2.6280991735537187,6.6,9.0,72.8,6.6,9.0,72.8,0.0,0.0,0.0,0.0,0.0,4.0,5.4,74.0,8.6,0.5,1.0,3.8,1.6,5.7,17.1,9.9,13.6,9.9,13.6,0.0,0.0,6.0,8.1,12.9,0.7,1.5,5.7,2.3,8.6,25.8,74.0,62.01,8.4532032,0.1,1.85,71.0,86.7,80.8,29.0,38.8,36.8,0.0,0.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,28.049,39.024,18.947,10.0,73.171,51.765,90.588,51.4,0.0016579999,60.248,0.002000875259732059,14.191,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hayes_Jaxson_nop22.jpg
81016,2017-18,Yante Maten,PF,C,Scorer,80,246.2,Georgia,SEC,18.0,15.0,8.87,4.0,"Aug 14, 1996",21.88,225.0,33,33,1131.0,27.1,56.7,49.7,0.191,0.54,607.0,11.8,15.7,13.8,11.6,0.8,4.7,1.4,10.7,3.9,28.7,0.9320900000000001,4.2,1.8,6.0,0.211,7.2,2.4,9.6,0.76,120.1,101.1,0.336,-3.12,1.3672727272727274,7.3,15.8,46.400000000000006,6.3,12.8,49.3,1.0,3.0,34.1,0.19967,0.37987226969175586,6.8,8.5,80.10000000000001,10.0,1.8,0.5,1.7,2.4,2.5,22.5,11.2,24.1,9.6,19.5,1.6,4.6,10.4,13.0,15.3,2.8,0.8,2.7,3.6,3.9,34.4,18.0,11.99,2.24798112,0.0,4.52,33.6,63.3,44.2,47.3,39.3,44.6,19.1,93.1,53.7,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,adidas Nations Counselors,5,16:36,13.0,5.0,8.0,.625,0.0,0.4,.000,3.0,4.4,.682,3.2,1.0,0.2,1.8,0.4,1.0,-,7.317,75.61,81.098,65.263,14.737,45.122,4.706,70.588,45.6,0.080684,55.242,0.04764154528863782,34.195,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Maten_Yante_bos19.jpg
2214,2012-13,Mason Plumlee,C,PF,Short Roll,83,238.2,Duke,ACC,30.0,6.0,9.57,4.0,"Mar 5, 1990",23.32,27.0,36,36,1248.0,26.3,62.8,59.9,0.0,0.688,605.0,9.7,25.1,17.4,11.5,1.7,4.0,2.4,17.4,15.1,24.5,0.31727,4.3,2.6,6.9,0.22,5.9,3.6,9.5,0.68,117.2,92.2,0.303,-4.39,2.3859649122807016,7.1,11.8,59.9,7.1,11.8,59.9,0.0,0.0,,0.0,,5.5,8.1,68.10000000000001,11.5,2.2,1.2,1.7,3.3,2.9,19.7,10.4,17.3,10.4,17.3,0.0,0.0,8.1,11.9,16.8,3.3,1.7,2.4,4.8,4.3,28.9,83.0,36.3,7.9574319,0.1,3.79,62.1,74.2,64.7,37.9,36.4,33.3,0.0,0.0,52.8,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,U18 Americas Championship,5,12:12,5.0,1.4,4.0,.350,0.4,0.8,.500,1.8,2.2,.818,6.0,1.2,0.6,1.2,1.4,1.4,Silver,86.585,13.415,91.463,57.368,60.526,87.805,55.294,82.353,66.9,0.0026800002,58.947,0.001515990325773727,14.479,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Plumlee_Mason_cha22.jpg
6925,2010-11,Nikola Vucevic,PF,C,Connector,83,259.8,USC,Pac-12,19.0,15.0,7.97,3.0,"Oct 24, 1990",20.68,281.0,34,34,1187.0,27.1,57.8,53.900000000000006,0.195,0.383,558.0,9.8,25.6,17.7,11.0,0.9,4.4,1.5,10.3,3.8,25.5,0.7899200000000001,4.2,2.4,6.6,0.221,6.7,2.8,9.4,0.93,119.0,94.3,0.331,-1.93,1.4943396226415093,7.2,14.4,50.5,6.3,11.6,54.2,1.0,2.8,34.9,0.20385999999999999,0.38783302464738567,4.1,5.5,75.5,11.8,1.8,0.6,1.6,2.0,3.2,19.6,11.3,22.3,9.7,18.0,1.5,4.3,6.4,8.5,18.3,2.8,0.9,2.5,3.0,5.0,30.5,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,U20 Euro Championship A,8,31:07,15.5,6.4,12.4,.515,0.5,2.4,.211,2.2,3.5,.643,10.8,0.8,1.0,1.9,1.6,2.5,7th,,,,73.684,64.737,,21.176,62.941,,0.066926,,0.05978287834325394,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Vucevic_Nikola_chi22.jpg
105068,2019-20,Freddie Gillespie,PF,C,Energy,81,245.0,Baylor,Big 12,26.0,4.0,9.13,4.0,"Jun 14, 1997",23.05,400.0,30,30,852.0,25.8,58.1,55.00000000000001,0.0,0.47,296.0,16.2,20.3,18.2,3.3,2.4,8.9,3.8,9.5,8.799999999999999,16.1,0.205,2.7,2.4,5.0,0.236,4.7,4.7,9.4,0.54,127.7,85.5,0.164,-2.16,3.7805309734513273,5.2,9.5,55.00000000000001,5.2,9.5,55.00000000000001,0.0,0.0,0.0,0.0,0.0,3.1,4.5,68.4,12.7,0.7,1.6,3.1,1.2,3.9,13.5,7.8,14.2,7.8,14.2,0.0,0.0,4.6,6.7,19.1,1.0,2.4,4.7,1.8,5.9,20.2,15.0,22.33,2.4168205599999997,0.0,1.54,33.2,68.7,67.4,66.8,48.1,78.5,0.0,0.0,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.293,56.098,8.537,36.842,69.474,36.585,96.471,83.529,50.7,0.0011219999,48.549,0.0005734342355423201,8.444,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Gillespie_Freddie_tor21.jpg
52575,2014-15,Myles Turner,C,PF,Stretch,83,238.6,Texas,Big 12,20.0,14.0,9.07,1.0,"Mar 24, 1996",19.27,6.0,34,7,755.0,25.5,55.60000000000001,48.8,0.241,0.436,310.0,7.2,24.9,16.7,6.2,0.8,12.3,1.5,13.2,9.0,25.1,0.44396,1.9,2.1,4.0,0.213,3.4,6.0,9.3,0.43,112.6,86.3,0.172,-4.63,1.502290076335878,6.2,13.6,45.5,5.3,10.3,51.3,0.9,3.3,27.4,0.16851,0.4777974747657465,5.0,5.9,83.9,11.8,1.1,0.5,4.7,2.5,4.3,18.3,9.9,21.6,8.4,16.4,1.4,5.2,7.9,9.4,18.7,1.7,0.8,7.5,4.0,6.9,29.1,11.0,18.0,1.4951160000000003,0.0,1.79,23.8,71.7,65.1,52.0,42.7,64.3,24.2,76.5,67.4,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,U18 Americas Championship,5,15:24,7.2,2.6,3.8,.684,0.2,0.2,1.000,1.8,2.4,.750,4.8,0.2,0.0,3.6,0.8,2.6,Gold,28.049,86.585,25.61,17.895,47.368,3.659,54.118,72.941,42.0,0.01872,51.596,0.020828829564479505,19.805,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Turner_Myles_ind22.jpg
75563,2017-18,Moritz Wagner,PF,C,Stretch,83,241.4,Michigan,Big Ten,31.0,8.0,9.41,3.0,"Apr 26, 1997",21.18,119.0,39,39,1078.0,24.7,61.9,60.5,0.391,0.264,499.0,6.5,24.7,15.7,6.7,2.1,2.0,2.0,10.8,5.0,25.9,0.63521,3.1,2.6,5.7,0.213,5.4,3.8,9.2,0.59,117.3,92.3,0.244,-3.38,2.048780487804878,8.0,15.2,52.8,5.7,9.2,61.4,2.3,5.9,39.4,0.27398,0.7743158000552888,2.8,4.0,69.39999999999999,10.3,1.2,1.4,0.7,2.1,4.5,21.2,12.2,23.0,8.6,14.0,3.5,9.0,4.2,6.1,15.7,1.9,2.1,1.1,3.2,6.8,32.1,23.0,16.04,2.088408,0.0,2.99,35.0,79.0,62.8,25.9,37.7,37.5,39.1,95.2,68.9,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,U20 Euro Championship A,13,15:41,11.1,4.0,8.2,.491,0.2,1.0,.154,2.9,4.2,.691,4.2,0.6,1.6,0.2,1.4,2.3,7th,63.415,70.732,69.512,42.105,34.211,9.756,48.235,74.706,51.6,0.046451,60.026,0.03989259430486588,28.35,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wagner_Moritz_orl22.jpg
121485,2019-20,Paul Reed,PF,C,Connector,82,219.2,DePaul,Big East,15.0,14.0,8.95,3.0,"Jun 14, 1999",21.05,271.0,29,29,918.0,27.5,56.10000000000001,53.8,0.147,0.227,421.0,11.1,25.9,18.4,11.5,3.3,9.7,4.9,14.4,6.1,24.0,0.6526900000000001,2.2,2.3,4.5,0.194,4.9,4.2,9.2,0.71,109.6,88.8,0.295,-3.64,4.924615384615384,7.9,15.4,51.6,7.2,13.1,55.1,0.7,2.3,30.8,0.16457,0.2926034833748021,2.6,3.5,73.8,13.5,2.0,2.4,3.2,2.9,3.7,19.1,11.1,21.4,10.1,18.3,1.0,3.2,3.6,4.9,18.8,2.9,3.3,4.5,4.0,5.2,26.7,32.0,18.48,4.4913792,0.0,5.2,49.0,66.5,50.4,36.3,39.8,47.1,14.7,81.2,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.488,69.512,75.0,61.053,73.684,69.512,95.294,62.941,67.2,0.049704,58.008,0.03998398100226778,29.354,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Reed_Paul_phi22.jpg
85711,2021-22,Bryson Williams,PF,C,Scorer,81,235.0,Texas Tech,Big 12,27.0,10.0,8.65,4.0,"Apr 25, 1998",24.18,362.0,37,37,947.0,23.6,61.0,58.8,0.252,0.257,456.0,7.0,12.6,9.9,9.5,1.1,2.0,1.4,9.9,3.5000000000000004,25.9,0.8286,3.4,2.0,5.4,0.229,6.7,2.5,9.2,0.83,121.9,94.2,0.251,-2.26,1.4193548387096775,8.6,16.1,53.5,6.9,12.0,57.49999999999999,1.7,4.1,41.7,0.26001,0.5009725400457666,3.1,4.1,75.5,6.5,1.6,0.8,0.6,2.0,3.5,22.0,12.8,23.9,10.3,17.9,2.5,6.0,4.6,6.1,9.7,2.4,1.1,0.9,2.9,5.2,32.7,18.0,11.69,2.2385882399999995,0.0,4.58,40.4,65.1,52.6,34.3,46.0,38.6,25.2,97.4,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.073,97.561,70.732,67.368,1.053,7.317,17.647,71.765,43.8,0.072134,55.5,0.026948140873001514,27.486,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Williams_Bryson_22w.jpg
85755,2019-20,Yoeli Childs,PF,C,Scorer,79,226.4,BYU,WCC,16.0,3.0,6.45,4.0,"Jan 13, 1998",22.46,115.0,19,19,548.0,33.9,60.4,61.0,0.148,0.305,369.0,8.8,28.1,18.9,16.8,1.5,3.2,2.0,11.4,2.1,37.8,2.2633099999999997,2.1,1.1,3.2,0.236,7.1,2.1,9.1,0.84,111.4,93.0,0.378,-3.47,2.042553191489362,12.8,22.3,57.4,11.2,19.0,58.8,1.6,3.3,48.9,0.27628,0.2951068341216767,3.6,6.8,53.8,12.5,2.8,1.0,1.2,3.3,3.6,30.8,18.3,31.9,16.0,27.2,2.3,4.7,5.2,9.7,17.9,4.0,1.5,1.8,4.7,5.1,44.2,23.0,21.76,3.6214297600000003,0.0,5.31,34.6,74.5,51.9,50.3,48.1,45.9,15.0,100.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,adidas Nations Counselors,5,14:24,10.6,4.2,6.6,.636,1.2,2.2,.545,1.0,1.4,.714,3.6,0.0,0.4,0.2,0.6,0.8,-,54.878,92.683,81.098,72.632,80.0,25.61,47.059,57.647,64.0,0.255193,63.747,0.11480537744403864,55.873,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Chiles_Yoeli_was20.jpg
89430,2017-18,Jontay Porter,PF,C,Primary,83,236.0,Missouri,SEC,20.0,13.0,9.19,2.0,"Nov 15, 1999",18.62,25.0,33,7,808.0,21.7,56.7,52.1,0.462,0.437,341.0,7.7,23.2,16.0,19.6,2.1,7.3,3.3,18.0,2.9000000000000004,22.5,1.58487,1.8,1.9,3.6,0.179,3.8,5.2,9.0,1.17,112.1,93.5,0.224,-1.76,3.2617021276595746,5.1,11.8,43.7,3.2,6.3,50.0,2.0,5.4,36.4,0.26597000000000004,0.912419293581466,3.9,5.1,75.0,11.1,3.7,1.4,2.7,3.1,4.8,16.1,7.6,17.5,4.7,9.4,2.9,8.1,5.7,7.6,16.5,5.4,2.1,4.0,4.6,7.1,24.0,3.0,7.49,0.6820094400000001,0.0,1.59,16.8,60.0,45.8,37.0,45.5,22.5,46.2,92.5,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,96.341,82.927,93.684,40.0,60.976,71.765,52.941,62.5,0.18041,47.153,0.21746141027046104,56.685,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Porter_Johntay_mem20.jpg
88920,2019-20,Kaleb Wesson,PF,C,Stretch,82,252.6,Ohio State,Big Ten,21.0,10.0,10.24,3.0,"Jul 29, 1999",20.92,75.0,31,31,915.0,23.3,56.8,51.8,0.346,0.523,435.0,9.9,26.1,18.4,14.3,1.5,4.0,2.2,16.8,3.5000000000000004,26.1,1.4231800000000001,2.6,2.2,4.7,0.207,5.4,3.6,9.0,0.78,111.2,89.8,0.26,-4.23,2.1818181818181817,5.9,13.4,44.4,4.0,8.7,45.5,2.0,4.6,42.5,0.28559999999999997,0.6864118004014377,5.1,7.0,73.1,12.6,2.6,1.0,1.4,3.4,4.2,19.0,8.9,20.0,6.0,13.1,2.9,6.9,7.7,10.5,18.9,3.9,1.5,2.0,5.0,6.3,28.4,11.0,10.87,1.6428918,0.0,3.02,33.0,58.4,54.2,32.4,32.3,18.8,34.6,95.6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.439,59.756,90.244,66.316,73.684,39.024,60.0,74.706,58.3,0.153529,47.29,0.1302919554351364,50.197,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wesson_Kaleb_osu17.jpg
2209,2011-12,John Henson,PF,C,Connector,82,216.0,UNC,ACC,30.0,5.0,7.07,3.0,"Dec 28, 1990",21.51,5.0,35,34,1019.0,24.7,50.5,50.0,0.0,0.329,439.0,9.0,27.1,17.9,8.0,1.1,9.6,2.0,8.7,7.7,23.1,0.31035,2.3,2.7,5.0,0.195,4.0,5.0,9.0,0.98,110.2,86.6,0.236,-1.43,1.9738317757009347,8.0,16.1,50.0,8.0,16.1,50.0,0.0,0.0,,0.0,,2.7,5.3,51.1,13.7,1.7,0.8,4.0,1.8,2.2,18.8,11.1,22.2,11.1,22.2,0.0,0.0,3.7,7.3,18.8,2.4,1.1,5.5,2.4,3.0,25.9,55.0,47.89,3.2316171999999996,0.1,1.5,28.0,72.2,75.9,72.0,41.4,69.7,0.0,0.0,71.4,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,NIKE Global Challenge,3,28:40,9.3,3.3,8.7,.385,0.3,1.3,.250,2.3,4.7,.500,9.7,0.7,0.7,4.3,2.3,3.0,-,38.415,25.61,33.537,75.789,67.368,18.293,65.294,41.176,45.7,0.00199,49.746,0.001411757292341974,14.027,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henson_John_cle19.jpg
88817,2021-22,Brady Manek,PF,C,Stretch,81,220.0,UNC,ACC,29.0,10.0,8.89,4.0,"Sep 4, 1998",23.82,117.0,39,27,1187.0,22.0,61.3,60.4,0.547,0.171,525.0,5.5,16.0,10.9,11.8,1.1,2.3,1.5,10.9,2.4,22.3,1.15387,3.7,1.5,5.3,0.177,6.8,2.2,8.9,1.19,121.4,102.5,0.269,-1.01,1.4882352941176469,7.4,15.0,49.3,4.1,6.8,60.2,3.3,8.2,40.3,0.31172,1.0793497686488605,1.8,2.6,69.69999999999999,8.0,2.4,0.8,0.9,2.0,2.2,19.8,10.5,21.3,5.8,9.6,4.7,11.6,2.5,3.6,11.4,3.4,1.1,1.3,2.8,3.1,28.2,24.0,20.27,2.1459443599999997,0.0,2.25,26.6,78.8,60.2,18.7,33.7,42.9,54.7,100.0,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.659,65.854,67.073,91.579,2.105,4.878,3.529,48.235,42.1,0.121892,58.417,0.05094881023367429,38.303,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Manek_Brady_22w.jpg
24656,2013-14,Mitch McGary,C,PF,Rebounder,82,266.0,Michigan,Big Ten,4.0,4.0,9.65,2.0,"Jun 6, 1992",22.07,28.0,8,4,198.0,26.2,57.2,54.50000000000001,0.036,0.436,84.0,15.5,27.1,21.5,12.6,4.9,3.2,3.9,16.4,14.000000000000002,22.5,0.30012,0.5,0.5,1.0,0.208,3.7,4.9,8.6,0.92,116.3,91.3,0.188,-2.56,3.8716049382716045,6.1,11.1,54.50000000000001,6.1,10.7,56.6,0.0,0.4,0.0,0.0,0.0,3.2,4.8,66.7,13.3,2.4,3.0,1.2,2.6,5.1,15.4,9.7,17.8,9.7,17.1,0.0,0.6,5.2,7.8,21.3,3.9,4.9,1.9,4.2,8.1,24.6,3.0,13.65,2.39148,0.0,3.12,40.0,72.7,56.2,56.4,45.2,42.9,3.6,0.0,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.756,41.463,54.878,76.842,95.789,47.561,83.529,69.412,66.2,0.0023150002,57.103,0.0008489620147369988,13.772,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/McGary_Mitch_okc1617.jpg
2199,2012-13,Alex Oriakhi,PF,C,Energy,81,255.0,Missouri,SEC,23.0,11.0,6.01,4.0,"Jun 21, 1990",23.03,20.0,34,34,878.0,27.2,67.4,63.9,0.0,0.657,361.0,14.1,23.7,18.9,2.6,1.3,6.4,2.2,14.2,13.200000000000001,18.5,0.23513,3.4,1.6,5.1,0.23,5.7,2.7,8.4,0.26,131.6,94.1,0.162,-4.32,2.161038961038961,6.3,9.8,63.9,6.3,9.8,63.9,0.0,0.0,,0.0,,4.8,6.5,74.6,13.0,0.5,0.9,2.5,2.1,3.6,17.4,9.2,14.4,9.2,14.4,0.0,0.0,7.1,9.5,19.1,0.8,1.3,3.6,3.1,5.3,25.5,47.0,27.76,10.268146400000001,0.1,5.33,78.7,68.8,53.0,21.3,45.7,23.8,0.0,0.0,46.8,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,NIKE Global Challenge,8,16:00,7.8,3.0,5.6,.533,0.0,0.0,.000,1.8,2.2,.778,5.4,0.5,0.5,0.3,1.4,1.1,-,79.268,54.878,51.22,9.474,80.0,89.024,42.353,44.706,56.39999999999999,0.001725,59.654,0.0008136345165376208,13.898,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Oriakhi_Alex_ncaa.jpg
