,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU_3P,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score
121,162058,2021-22,Julian Roper II,SG,SF,Connector,75,180.0,Northwestern,Big Ten,15.0,14.0,7.11,1.0,,,156.0,29,15,586,11.4,0.456,0.421,0.447,0.246,130.0,5.9,13.5,9.5,8.1,2.5,3.0,2.727272727272727,9.3,0.08,12.2,16.295,0.5,0.9,1.4,0.094,-0.6,2.8,2.2,2.15,104.5,100.2,0.086,0.96,2.7,7.8,0.342,1.4,4.3,0.333,1.2,3.5,0.353,0.253,0.3944775,1.4,1.9,0.714,6.8,1.9,1.7,1.0,0.9,3.4,7.9,3.9,11.3,2.1,6.2,1.8,5.1,2.0,2.8,9.8,2.8,2.5,1.4,1.3,5.0,11.5,11.3,0.0,0.0,0.0,0.0,2.8094624999999995,32.5,45.9,23.5,22.8,15.4,50.0,44.7,83.3,56.272600000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3432203389830508,0.1724137931034483,0.06779661016949153,0.7804878048780488,0.6829268292682927,0.6173913043478261,0.8130081300813008,0.34959349593495936,47.8,0.507,42.916,,
672,137930,2021-22,Aminu Mohammed,SF,SG,Slasher,77,210.0,Georgetown,Big East,6.0,25.0,8.03,1.0,"Dec 15, 2001",20.54,24.0,31,31,999,18.2,0.466,0.403,0.154,0.448,439.0,10.1,17.6,13.6,11.7,2.9,2.0,2.36734693877551,12.9,0.113,25.0,33.519,1.3,0.9,2.2,0.086,2.0,0.2,2.2,0.82,100.9,106.8,0.258,-2.94,5.7,15.1,0.379,5.0,12.8,0.392,0.7,2.3,0.31,0.168,0.20577586206896553,4.9,6.8,0.722,10.1,2.2,2.0,0.7,2.7,3.2,17.1,8.1,21.3,7.0,18.0,1.0,3.3,6.9,9.5,14.3,3.2,2.9,1.0,3.8,4.6,24.0,21.3,14.0,5.96,2.2835441999999997,0.014014014014014014,8.1609885,62.3,44.3,38.5,22.3,25.0,23.8,15.4,88.9,42.9835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5423728813559322,0.06896551724137931,0.6694915254237288,0.25203252032520324,0.967479674796748,0.9826086956521739,0.5365853658536586,0.3780487804878049,55.00000000000001,2.572,47.542,1.5789482277199487,0.6494138348357335
1003,174562,2021-22,Jaren Holmes,SG,SF,Slasher,76,207.0,St. Bonaventure,A-10,23.0,10.0,4.79,4,"Nov 24, 1998",23.6,,33,33,1254,15.1,0.491,0.435,0.314,0.374,465.0,3.3,12.3,7.9,17.7,1.8,1.1,1.3655172413793104,12.9,0.102,22.0,31.361,1.7,1.4,3.2,0.101,1.2,0.7,1.9,1.78,103.2,103.8,0.311,1.02,4.8,12.3,0.392,3.8,8.4,0.447,1.1,3.9,0.273,0.179,0.2920681431005111,3.5,4.6,0.764,5.3,3.8,1.2,0.4,2.1,1.9,14.2,7.3,18.5,5.7,12.7,1.6,5.8,5.3,6.9,7.9,5.7,1.8,0.5,3.2,2.9,21.4,18.5,8.0,4.78,1.6056784800000004,0.006379585326953748,6.214446000000001,43.4,50.3,22.6,25.2,35.1,29.4,31.4,84.8,43.84439999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5423728813559322,0.4396551724137931,0.711864406779661,0.9186991869918699,0.42276422764227645,0.9043478260869565,0.4349593495934959,0.17073170731707318,56.8,3.286,51.294,0.7196209119604292,
117,132309,2021-22,Chase Audige,SG,SF,Connector,76,200.0,Northwestern,Big Ten,10.0,14.0,7.11,3.0,,,379.0,24,24,644,13.0,0.419,0.39,0.415,0.177,238.0,5.1,13.0,8.9,13.8,3.8,1.5,2.150943396226415,10.2,0.087,24.9,33.231,0.0,1.1,1.1,0.068,-0.9,2.9,1.9,1.44,90.0,98.0,0.216,-0.21,5.5,16.1,0.338,3.8,9.4,0.401,1.7,6.7,0.25,0.177,0.31203007518796994,2.0,2.9,0.717,6.3,2.9,2.6,0.5,2.0,3.9,14.7,7.9,23.5,5.5,13.7,2.4,9.7,3.0,4.2,9.1,4.2,3.8,0.7,2.9,5.7,21.3,23.5,3.0,4.37,0.6948300000000001,0.004658385093167702,3.7365,26.5,50.7,40.0,31.9,31.3,30.8,41.5,74.1,51.176700000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2542372881355932,0.15517241379310345,0.7457627118644068,0.8373983739837398,0.5772357723577236,0.3739130434782609,0.8292682926829268,0.1910569105691057,49.6,2.564,45.06,,
753,121582,2021-22,Eric Williams,SG,SF,Connector,78,205.0,Oregon,Pac-12,19.0,14.0,8.05,4.0,"Jul 30, 1999",22.92,,33,11,886,12.2,0.474,0.451,0.429,0.199,269.0,4.3,15.3,9.9,8.0,2.4,0.5,0.8275862068965518,12.1,0.105,19.0,24.771,0.7,1.2,1.9,0.086,0.5,1.4,1.9,0.97,99.0,101.5,0.157,-1.59,4.5,12.0,0.376,2.7,6.9,0.395,1.8,5.1,0.351,0.251,0.3861,1.6,2.4,0.679,6.9,1.8,1.7,0.2,1.8,3.3,12.5,6.6,17.6,4.0,10.0,2.6,7.5,2.4,3.5,10.1,2.6,2.4,0.3,2.6,4.9,18.2,17.6,8.0,9.65,2.2972403999999997,0.009029345372460496,4.1897856,31.2,45.8,23.7,25.9,31.9,45.5,42.9,90.0,57.7889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.288135593220339,0.4396551724137931,0.2627118644067797,0.3821138211382114,0.7276422764227642,0.41304347826086957,0.3252032520325203,0.3780487804878049,40.2,1.512,44.598,0.5730019384819611,
175,132654,2021-22,Trey Galloway,SG,SF,Slasher,77,200.0,Indiana,Big Ten,12.0,8.0,8.08,1.0,"Nov 28, 2001",20.59,157.0,20,3,416,10.3,0.512,0.495,0.289,0.206,110.0,1.4,7.5,4.6,16.3,2.6,1.4,1.8199999999999998,20.2,0.158,16.7,24.031,0.1,0.6,0.8,0.074,-1.8,3.7,1.8,1.33,94.2,99.9,0.162,-0.73,4.3,9.3,0.464,3.8,6.6,0.565,0.6,2.7,0.214,0.134,0.24590854870775347,1.3,1.9,0.65,3.2,3.5,1.7,0.5,2.6,3.8,10.5,6.4,13.7,5.5,9.8,0.9,4.0,1.8,2.8,4.7,5.1,2.6,0.7,3.8,5.5,15.4,13.7,6.0,12.53,3.5415418499999998,0.014423076923076924,3.8722364999999996,49.5,58.3,42.9,21.6,52.4,27.3,28.9,100.0,56.0323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8686440677966102,0.49137931034482757,0.2542372881355932,0.7642276422764228,0.056910569105691054,0.43478260869565216,0.7398373983739838,0.35772357723577236,49.6,2.062,50.58,1.2559182063779117,0.5596280382810372
941,123105,2021-22,Chandler Jacobs,SG,SF,Slasher,75,185.0,Colorado State,MWC,25.0,6.0,4.77,4,"Apr 12, 1999",23.22,,31,7,626,13.6,0.537,0.486,0.441,0.308,175.0,4.2,20.5,12.8,6.6,2.4,2.5,2.4489795918367347,15.0,0.133,17.0,21.091,0.6,1.1,1.8,0.112,-0.2,1.9,1.7,0.79,102.9,97.4,0.102,-2.29,3.9,9.1,0.427,2.8,5.1,0.55,1.1,4.0,0.27,0.194,0.3349367088607595,2.4,2.8,0.841,8.1,1.5,1.6,0.8,1.9,4.1,11.2,5.9,13.9,4.3,7.8,1.6,6.1,3.6,4.3,12.2,2.2,2.4,1.2,2.8,6.2,17.1,13.9,3.0,4.86,1.5361974,0.004792332268370607,4.393651,43.3,60.7,27.0,12.8,33.3,16.7,44.0,76.5,47.488600000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8898305084745762,0.5086206896551724,0.4533898305084746,0.1951219512195122,0.9065040650406504,0.808695652173913,0.9065040650406504,0.2073170731707317,60.9,1.187,56.72,0.26810735879006203,
185,107542,2021-22,Joey Baker,SF,SG,Shooter,79,205.0,Duke,ACC,29.0,5.0,7.26,4.0,"Sep 13, 2000",21.79,33.0,34,0,406,13.6,0.585,0.559,0.627,0.229,133.0,2.7,7.9,5.5,5.6,1.9,0.2,0.3619047619047619,12.1,0.108,18.6,24.172,0.8,0.4,1.2,0.121,0.8,0.8,1.6,0.78,113.5,104.5,0.065,-2.16,5.0,11.6,0.432,2.1,4.3,0.477,3.0,7.3,0.405,0.329,0.4921220930232559,2.1,2.7,0.778,3.9,1.4,1.3,0.1,1.8,4.0,15.1,7.4,17.1,3.0,6.4,4.3,10.7,3.0,3.9,5.8,2.0,1.9,0.1,2.6,5.9,22.1,17.1,1.0,4.01,0.6800959999999999,0.0024630541871921183,2.90016,21.2,60.0,20.0,16.1,31.6,16.7,62.7,96.7,67.55960000000002,2018-19,Team Felton,UAA 17U,8.0,7.0,22.4,10.88,3.88,10.25,0.378,1.5,3.75,0.4,1.62,1.75,0.929,0.88,3.38,4.25,0.75,0.25,0.5,3.0,2.62,,,,,,,,,,,,,,,,,,,,,,0.4067796610169492,0.7413793103448276,0.2838983050847458,0.17886178861788618,0.13008130081300814,0.24347826086956523,0.13008130081300814,0.4634146341463415,32.2,1.757,56.136,0.9746043967386281,0.4708896745775544
355,128468,2021-22,Lior Berman,SG,SF,Slasher,76,215.0,Auburn,SEC,19.0,1.0,8.17,3.0,,,,20,0,165,9.2,0.494,0.5,0.425,0.025,39.0,5.2,3.8,4.5,6.2,1.7,0.6,0.8869565217391304,6.9,0.061,12.5,16.509,0.2,0.2,0.4,0.101,-0.5,2.1,1.6,2.0,112.0,102.5,0.039,0.59,3.9,9.7,0.4,1.9,5.6,0.348,1.9,4.1,0.471,0.334,0.44681919642857143,0.0,0.2,0.0,3.4,1.5,1.2,0.2,0.7,4.4,9.7,5.4,13.6,2.7,7.8,2.7,5.8,0.0,0.3,4.8,2.0,1.7,0.3,1.0,6.1,13.6,13.6,0.0,0.0,0.0,0.0,3.8841600000000005,40.0,43.8,28.6,17.5,14.3,0.0,42.5,100.0,53.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3898305084745763,0.3017241379310345,0.11016949152542373,0.6910569105691057,0.04878048780487805,0.13043478260869565,0.3008130081300813,0.4796747967479675,30.7,0.388,41.637,,
526,152440,2021-22,Jacob Groves,SF,SG,Connector,81,216.0,Oklahoma,Big 12,18.0,16.0,10.1,3.0,"Apr 5, 2001",21.24,,34,12,588,10.1,0.524,0.514,0.54,0.165,149.0,5.6,15.4,10.7,4.9,0.8,0.6,0.6857142857142856,13.3,0.124,16.0,19.399,0.5,0.8,1.3,0.089,0.7,0.8,1.6,0.65,101.7,101.4,0.087,-2.29,4.1,9.5,0.432,2.5,4.4,0.578,1.6,5.1,0.307,0.236,0.39145218417945693,1.0,1.6,0.609,6.6,1.0,0.5,0.2,1.6,3.3,10.7,6.2,14.3,3.8,6.6,2.4,7.7,1.4,2.4,10.0,1.5,0.8,0.3,2.4,5.0,16.2,14.3,3.0,8.08,0.76729296,0.00510204081632653,1.3579566000000003,26.6,75.7,64.3,19.4,33.3,33.3,54.0,91.3,72.86599999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8432203389830508,0.3620689655172414,0.07627118644067797,0.09349593495934959,0.7886178861788617,0.1,0.2926829268292683,0.5284552845528455,38.6,0.724,53.113,0.5729386736445647,
650,151351,2021-22,Jordan Hawkins,SG,SF,Shooter,77,170.0,UConn,Big East,19.0,8.0,6.88,1.0,"Apr 29, 2002",20.17,51.0,27,4,398,12.5,0.498,0.45,0.583,0.281,141.0,3.4,11.4,7.4,6.6,1.4,2.4,1.768421052631579,14.2,0.128,23.0,30.499,0.5,0.6,1.1,0.107,0.8,0.6,1.4,0.54,101.7,100.2,0.088,-4.27,4.9,14.0,0.353,2.2,5.8,0.379,2.7,8.1,0.333,0.264,0.42388427947598256,3.2,3.9,0.821,5.3,1.4,0.9,0.9,2.6,2.8,15.8,7.4,20.9,3.3,8.7,4.1,12.2,4.8,5.9,8.0,2.1,1.4,1.4,3.9,4.2,23.6,20.9,3.0,8.79,1.72284,0.007537688442211055,4.0964,24.5,44.1,20.0,17.3,29.2,14.3,58.3,92.6,61.35969999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15254237288135594,0.5862068965517241,0.4957627118644068,0.044715447154471545,0.34146341463414637,0.7478260869565218,0.6910569105691057,0.3089430894308943,42.1,2.137,43.716,1.3568399694386588,0.5486109379173807
151,141068,2021-22,Ian Martinez,SG,SF,Connector,75,185.0,Maryland,Big Ten,12.0,16.0,9.12,2.0,"Jul 24, 2001",20.93,120.0,28,1,351,9.9,0.423,0.378,0.366,0.293,87.0,1.7,13.3,7.5,16.5,3.7,2.2,2.759322033898305,19.8,0.157,17.2,24.913,-0.1,0.5,0.3,0.038,-2.7,3.9,1.3,1.35,85.5,101.7,0.084,-0.68,3.1,9.3,0.329,2.2,5.9,0.365,0.9,3.4,0.267,0.181,0.30875829383886255,1.9,2.7,0.708,5.2,3.5,2.5,0.8,2.6,4.0,9.0,4.6,13.9,3.2,8.8,1.4,5.1,2.9,4.1,7.8,5.2,3.7,1.2,3.9,5.9,13.4,13.9,4.0,16.73,1.9607560000000002,0.011396011396011397,1.62908,29.3,41.7,60.0,34.1,32.1,44.4,36.6,100.0,69.3204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22033898305084745,0.1810344827586207,0.05084745762711865,0.8048780487804879,0.3699186991869919,0.5652173913043478,0.7642276422764228,0.3333333333333333,41.099999999999994,1.971,32.025,0.9254525360225002,0.5074418864764961
242,131835,2021-22,Blake Wesley,SG,SF,Primary,77,185.0,Notre Dame,ACC,24.0,11.0,7.01,1.0,"Mar 16, 2003",19.29,121.0,35,28,1027,16.9,0.495,0.465,0.404,0.324,491.0,3.0,11.6,7.5,17.4,2.6,0.2,0.3714285714285714,13.1,0.111,31.3,41.551,1.1,1.4,2.5,0.098,0.5,0.8,1.3,1.09,97.2,101.1,0.287,-2.13,6.9,17.2,0.404,4.8,10.2,0.471,2.1,6.9,0.303,0.213,0.34628571428571425,3.7,5.6,0.657,5.0,3.3,1.7,0.1,3.0,2.6,19.6,10.5,26.1,7.3,15.5,3.2,10.5,5.6,8.5,7.6,5.0,2.6,0.1,4.6,4.0,29.8,26.1,18.0,11.23,2.98806717,0.017526777020447908,6.9446619,36.3,53.8,26.7,23.4,36.9,5.3,40.4,66.7,37.8791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4915254237288136,0.46551724137931033,0.9576271186440678,0.5975609756097561,0.3699186991869919,0.6869565217391305,0.24390243902439024,0.2682926829268293,51.0,4.7,54.502,3.4504892910976155,0.7456306435274388
938,134602,2021-22,John Tonje,SG,SF,Connector,77,210.0,Colorado State,MWC,24.0,6.0,4.77,3,,,,30,12,759,14.8,0.596,0.544,0.456,0.404,253.0,3.1,11.7,7.6,6.3,1.0,1.0,1.0,11.9,0.107,19.0,23.445,1.6,0.8,2.4,0.125,1.8,-0.4,1.3,0.84,113.9,104.8,0.145,-1.88,4.7,10.2,0.461,3.0,5.5,0.543,1.7,4.6,0.364,0.265,0.40483902439024394,3.4,4.1,0.821,4.8,1.4,0.6,0.3,1.6,2.6,14.4,7.1,15.4,4.6,8.4,2.6,7.0,5.1,6.2,7.3,2.1,1.0,0.5,2.5,4.0,21.9,15.4,7.0,11.09,1.8076699999999999,0.00922266139657444,2.5102,32.6,63.3,50.0,22.3,43.9,16.7,45.1,86.2,58.9003,2018-19,Omaha Sports,Gold Gauntlet 17U,1.0,1.0,20.0,11.0,3.0,5.0,0.6,0.0,1.0,0.0,5.0,6.0,0.833,0.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.788135593220339,0.8879310344827587,0.4830508474576271,0.21951219512195122,0.3943089430894309,0.6,0.2601626016260163,0.23577235772357724,48.4,1.737,50.377,,
67,151325,2021-22,Bryce McGowens,SG,SF,Scorer,79,175.0,Nebraska,Big Ten,9.0,22.0,8.25,1.0,"Nov 8, 2002",19.64,29.0,31,31,1032,16.9,0.533,0.453,0.368,0.491,486.0,2.4,14.6,8.7,8.6,1.2,1.0,1.0909090909090908,11.7,0.106,27.2,33.142,1.6,0.6,2.2,0.086,2.3,-1.0,1.3,0.66,103.0,110.0,0.253,-3.35,6.2,15.4,0.403,4.7,9.7,0.478,1.6,5.7,0.274,0.187,0.3141183800623053,6.3,7.6,0.831,6.2,1.7,0.9,0.4,2.5,2.4,20.2,8.6,21.4,6.5,13.5,2.2,7.9,8.7,10.5,8.7,2.3,1.2,0.5,3.5,3.3,28.1,21.4,18.0,10.97,3.2982840799999997,0.01744186046511628,6.434209599999999,41.3,56.1,27.2,21.9,32.2,14.3,36.8,77.5,42.8853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6991525423728814,0.375,0.8983050847457628,0.11382113821138211,0.5365853658536586,0.9217391304347826,0.2032520325203252,0.4024390243902439,51.9,2.653,55.634,2.2928223659151636,0.6762875878988083
74,126025,2021-22,Trey McGowens,SG,SF,Slasher,76,191.0,Nebraska,Big Ten,5.0,13.0,8.25,4.0,"May 15, 2000",22.13,95.0,17,16,455,11.1,0.498,0.449,0.216,0.659,123.0,3.5,13.1,8.4,10.2,3.3,1.0,1.5348837209302326,18.4,0.158,15.8,20.306,0.2,0.4,0.6,0.055,-1.3,2.5,1.2,1.0,95.2,105.7,0.139,-1.83,3.2,7.7,0.409,2.5,6.1,0.42,0.6,1.7,0.368,0.19,0.27221917808219176,3.2,5.1,0.621,6.1,2.3,2.4,0.4,2.3,4.2,10.1,4.4,10.7,3.5,8.4,0.9,2.3,4.4,7.1,8.4,3.2,3.3,0.5,3.2,5.9,14.0,10.7,2.0,4.28,1.6615730400000002,0.004395604395604396,4.1539326,53.4,46.8,27.3,25.0,31.8,0.0,21.6,57.1,26.911800000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.559322033898305,0.13793103448275862,0.652542372881356,0.4146341463414634,0.4959349593495935,0.782608695652174,0.4146341463414634,0.2601626016260163,46.5,1.234,44.726,0.4847203441587951,0.46961899625010434
756,134225,2021-22,Rivaldo Soares,SF,SG,Connector,78,180.0,Oregon,Pac-12,20.0,15.0,8.05,3.0,,,,35,2,636,11.1,0.528,0.5,0.511,0.273,168.0,5.3,11.6,8.4,7.2,0.6,1.2,0.8,13.3,0.116,14.5,19.035,0.8,0.5,1.4,0.086,1.0,0.1,1.1,1.08,108.9,106.9,0.092,-1.05,3.8,8.7,0.432,2.6,4.3,0.603,1.2,4.5,0.268,0.202,0.351599486521181,1.7,2.4,0.711,5.9,1.6,0.4,0.4,1.5,2.8,10.4,5.5,12.8,3.8,6.3,1.7,6.5,2.5,3.5,8.6,2.4,0.6,0.6,2.2,4.1,15.3,12.8,4.0,9.12,1.3963723199999998,0.006289308176100629,1.9598208,31.7,65.9,51.7,17.3,50.0,16.7,51.1,94.7,67.6697,2018-19,Expressions Elite,Nike 17U,10.0,6.0,8.6,8.4,1.9,5.4,0.352,1.1,3.2,0.344,1.7,2.9,0.586,0.0,2.1,2.1,0.8,0.7,0.6,1.5,1.1,,,,,,,,,,,,,,,,,,,,,,0.8008474576271186,0.7241379310344828,0.1483050847457627,0.4065040650406504,0.4959349593495935,0.20869565217391303,0.17073170731707318,0.3008130081300813,40.699999999999996,0.973,50.745,,
170,88898,2021-22,Parker Stewart,SG,SF,Shooter,77,200.0,Indiana,Big Ten,21.0,13.0,8.08,3.0,"Jul 5, 1998",23.99,273.0,34,31,830,7.7,0.527,0.516,0.722,0.15,187.0,0.7,9.0,5.0,7.2,1.0,0.3,0.46153846153846145,10.7,0.093,14.1,18.195,0.7,1.0,1.7,0.08,-0.9,1.9,1.0,1.38,103.1,103.5,0.117,-0.24,3.4,9.0,0.374,0.8,2.5,0.327,2.6,6.5,0.393,0.338,0.5089614349775784,0.9,1.3,0.643,3.5,1.6,0.7,0.1,1.2,4.2,10.2,5.0,13.3,1.2,3.7,3.8,9.6,1.3,2.0,5.1,2.3,1.0,0.1,1.7,6.2,15.0,13.3,0.0,0.0,0.0,0.0,0.6653325000000001,7.5,42.9,33.3,20.3,28.9,72.7,72.2,92.5,84.04060000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05084745762711865,0.6206896551724138,0.025423728813559324,0.6341463414634146,0.09349593495934959,0.11304347826086956,0.18699186991869918,0.2845528455284553,25.1,0.825,35.357,0.1843395701184781,0.3235684460267135
957,122391,2021-22,Matt Dentlinger,SG,SF,Slasher,80,240.0,South Dakota State,Summit,30.0,5.0,-3.77,4,"Oct 6, 1998",23.73,,35,14,526,18.9,0.655,0.615,0.008,0.451,194.0,6.5,14.2,10.7,7.0,0.7,4.4,1.2078431372549019,11.9,0.103,16.1,20.387,1.6,0.6,2.2,0.168,0.9,0.1,1.0,1.15,129.5,103.9,0.091,-0.85,5.7,9.3,0.615,5.7,9.2,0.62,0.0,0.1,0.0,0.0,0.0,3.3,4.2,0.8,7.1,1.7,0.5,1.6,1.5,3.8,14.8,8.0,12.9,8.0,12.8,0.0,0.1,4.7,5.8,10.0,2.4,0.7,2.2,2.1,5.3,20.6,12.9,10.0,11.6,1.7500920000000002,0.019011406844106463,1.9462230000000005,70.5,65.1,78.6,28.7,54.3,57.9,0.8,0.0,72.0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9576271186440678,0.603448275862069,0.3220338983050847,0.4796747967479675,0.7886178861788617,0.6260869565217392,0.3821138211382114,0.2764227642276423,55.50000000000001,1.448,47.643,0.320132839896516,
730,138671,2021-22,Jalen Celestine,SG,SF,Connector,79,220.0,California,Pac-12,12.0,19.0,6.96,2.0,"Dec 20, 2001",20.53,,31,16,776,11.0,0.509,0.486,0.411,0.145,219.0,3.6,10.9,7.2,7.7,1.3,0.6,0.8210526315789473,12.3,0.108,18.3,23.207,0.7,0.8,1.5,0.075,-0.4,1.2,0.8,0.88,100.0,105.1,0.16,-1.83,4.6,11.0,0.416,3.0,6.5,0.468,1.5,4.5,0.341,0.24,0.3727420212765958,1.3,1.6,0.806,4.9,1.4,0.8,0.2,1.6,3.8,12.0,7.1,17.0,4.7,10.0,2.4,7.0,2.0,2.5,7.6,2.2,1.3,0.3,2.5,5.9,18.5,17.0,2.0,3.08,0.62452544,0.002577319587628866,3.4470559999999995,30.4,60.0,33.3,28.5,32.8,10.0,41.1,76.7,44.4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6440677966101694,0.6379310344827587,0.6016949152542372,0.24390243902439024,0.3089430894308943,0.16521739130434782,0.21544715447154472,0.14634146341463414,37.0,1.339,53.223,0.9589579497475003,
304,135489,2021-22,Dre Davis,SG,SF,Slasher,78,212.0,Louisville,ACC,11.0,19.0,7.01,2.0,,,117.0,30,23,600,13.8,0.493,0.455,0.266,0.276,220.0,7.5,9.5,8.5,8.8,1.7,2.8,2.1155555555555554,15.4,0.137,22.9,29.258,0.5,0.6,1.1,0.07,-0.3,1.0,0.7,0.61,97.0,105.4,0.148,-4.06,5.7,13.3,0.427,4.9,9.7,0.507,0.7,3.5,0.208,0.131,0.23345147679324893,2.7,3.7,0.745,6.1,1.7,1.1,1.0,2.7,4.1,14.8,8.4,19.6,7.3,14.4,1.1,5.2,4.0,5.4,9.0,2.5,1.7,1.5,4.0,6.1,21.9,19.6,11.0,12.14,3.59904868,0.018333333333333333,5.8106552,45.4,55.7,34.7,28.9,42.9,4.2,25.8,90.0,40.1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7288135593220338,0.47413793103448276,0.6101694915254238,0.09349593495934959,0.5121951219512195,0.7739130434782608,0.5203252032520326,0.13008130081300814,48.0,1.968,53.095,,
821,88944,2021-22,Jamal Bey,SF,SG,Connector,78,200.0,Washington,Pac-12,17.0,14.0,6.72,4.0,"Sep 5, 1999",22.82,109.0,31,31,939,10.9,0.454,0.415,0.505,0.269,277.0,3.4,11.9,7.5,6.0,2.4,2.3,2.348936170212766,12.4,0.113,19.1,23.925,0.3,1.1,1.4,0.06,-0.7,1.3,0.6,0.64,93.7,103.5,0.16,-2.66,4.0,12.1,0.336,2.1,6.0,0.357,1.9,6.1,0.315,0.237,0.38798780487804885,2.3,3.2,0.724,5.4,1.2,1.7,0.9,1.9,2.9,12.4,5.7,17.1,3.0,8.5,2.7,8.6,3.3,4.6,7.6,1.8,2.4,1.3,2.7,4.2,17.5,17.1,1.0,2.12,0.23473064000000005,0.0010649627263045794,1.8933462000000005,16.6,51.1,33.3,32.9,28.0,23.1,50.5,82.2,54.6387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13983050847457626,0.22844827586206898,0.5423728813559322,0.06910569105691057,0.3699186991869919,0.5782608695652174,0.6585365853658537,0.08130081300813008,33.300000000000004,1.051,43.765,0.3962588413420576,0.4217291672594071
